,id,pid,ms_subclass,lot_frontage,lot_area,lot_shape,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,heating_qc,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,mo_sold,sale_type,saleprice
207,323,923201020,bin_01,85.0,15300,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5,5,1965,1977,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,42.0,Unf,0.0,1026.0,TA,SBrkr,1264,1264,1.0,1.0,0.0,2.0,1.0,TA,7,Typ,1.0,TA,Attchd,1965.0,Unf,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,6,WD ,169000
208,2421,528228325,bin_07,0.0,3196,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2003,2004,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1374.0,Ex,SBrkr,1557,1557,0.0,2.0,0.0,2.0,1.0,Gd,7,Typ,1.0,TA,Attchd,2003.0,Fin,420.0,TA,TA,Y,143.0,20.0,0.0,0.0,10,WD ,234000
209,952,914475030,bin_05,72.0,9360,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,SFoyer,6,7,1977,1977,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,841.0,LwQ,116.0,0.0,TA,SBrkr,1287,1287,1.0,1.0,1.0,2.0,1.0,TA,5,Typ,2.0,Fa,Attchd,1977.0,RFn,541.0,TA,TA,Y,302.0,39.0,0.0,120.0,11,WD ,173000
210,24,527402200,bin_01,0.0,11241,IR1,AllPub,CulDSac,Gtl,NAmes,1Fam,1Story,6,7,1970,1970,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578.0,Unf,0.0,426.0,Ex,SBrkr,1004,1004,1.0,1.0,0.0,2.0,1.0,TA,5,Typ,1.0,TA,Attchd,1970.0,Fin,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,3,WD ,149000
211,1139,531376070,bin_01,81.0,9260,Reg,AllPub,Corner,Gtl,SawyerW,1Fam,1Story,7,5,2007,2007,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1162.0,Ex,SBrkr,1162,1162,0.0,2.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,2007.0,Fin,483.0,TA,TA,Y,0.0,32.0,0.0,0.0,3,WD ,170000
212,518,528458020,bin_01,90.0,7993,IR1,AllPub,Inside,Gtl,Somerst,1Fam,1Story,7,5,2008,2009,0,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1436.0,Ex,SBrkr,1436,1436,0.0,2.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,2008.0,Fin,529.0,TA,TA,Y,0.0,121.0,0.0,0.0,10,New,225000
213,1390,905201020,bin_01,94.0,9239,Reg,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,8,1963,2003,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,634.0,Unf,0.0,326.0,Ex,SBrkr,960,960,1.0,1.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,1963.0,Fin,300.0,TA,TA,Y,168.0,0.0,0.0,0.0,5,WD ,144900
214,277,908102170,bin_01,60.0,10044,IR1,AllPub,CulDSac,Gtl,Edwards,1Fam,1Story,5,6,1968,1968,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,TA,SBrkr,1196,1196,1.0,1.0,0.0,3.0,1.0,TA,6,Typ,0.0,0,Attchd,1968.0,RFn,336.0,TA,TA,Y,257.0,0.0,168.0,0.0,6,WD ,144000
215,54,528228440,bin_07,43.0,3182,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,8,5,2004,2005,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232.0,Ex,SBrkr,1269,1269,0.0,2.0,0.0,2.0,1.0,Gd,6,Typ,1.0,TA,Attchd,2004.0,Fin,430.0,TA,TA,Y,146.0,20.0,0.0,144.0,4,WD ,192000
216,649,535353040,bin_01,60.0,7626,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,8,1952,2005,None,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,931.0,Unf,0.0,100.0,Gd,SBrkr,1031,1031,1.0,1.0,0.0,2.0,1.0,Gd,5,Typ,0.0,0,Attchd,1952.0,Unf,230.0,TA,TA,Y,0.0,0.0,0.0,0.0,3,WD ,145500
217,2600,535377100,bin_06,60.0,7008,Reg,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,4,8,1900,1998,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,Ex,SBrkr,448,720,0.0,1.0,0.0,1.0,1.0,Fa,5,Typ,0.0,0,Attchd,1900.0,Unf,280.0,Fa,TA,Y,0.0,0.0,70.0,0.0,3,WD ,86900
218,617,534475185,bin_01,128.0,12160,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,4,1953,1953,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024.0,Unf,0.0,481.0,Ex,SBrkr,1505,1505,1.0,1.0,0.0,2.0,1.0,TA,6,Typ,1.0,TA,Attchd,1953.0,RFn,505.0,TA,TA,Y,0.0,0.0,0.0,0.0,2,WD ,149500
219,2209,909256120,bin_02,50.0,6305,Reg,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,5,7,1938,1950,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,0.0,Unf,0.0,920.0,Ex,SBrkr,954,954,0.0,1.0,0.0,2.0,1.0,Fa,5,Typ,1.0,Gd,Basment,1938.0,Unf,240.0,Fa,TA,Y,0.0,0.0,0.0,0.0,6,WD ,119750
220,2814,907418020,bin_03,68.0,8846,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,6,5,2005,2006,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,750.0,Ex,SBrkr,750,1500,0.0,2.0,1.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,2005.0,RFn,564.0,TA,TA,Y,0.0,35.0,0.0,0.0,8,New,173900
221,2542,534275010,bin_01,0.0,10659,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,6,1961,1961,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,915.0,Unf,0.0,135.0,TA,SBrkr,1050,1050,1.0,1.0,0.0,3.0,1.0,TA,6,Typ,0.0,0,Attchd,1961.0,Unf,368.0,TA,TA,Y,0.0,319.0,0.0,0.0,1,COD,136500
222,2323,527146135,bin_09,68.0,13108,IR1,AllPub,Inside,Gtl,StoneBr,1Fam,2Story,8,5,1994,1994,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,2062.0,Ex,SBrkr,2079,2687,0.0,2.0,1.0,4.0,1.0,Gd,9,Typ,0.0,0,Attchd,1994.0,Fin,618.0,TA,TA,Y,168.0,12.0,0.0,0.0,12,WD ,270000
223,1393,905202230,bin_01,0.0,13500,Reg,AllPub,Inside,Gtl,ClearCr,1Fam,1Story,6,7,1960,1975,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.0,ALQ,1080.0,93.0,Gd,SBrkr,1252,1252,1.0,1.0,0.0,1.0,1.0,TA,4,Typ,1.0,Gd,Attchd,1960.0,RFn,564.0,TA,TA,Y,409.0,0.0,0.0,0.0,3,WD ,235000
224,490,528290190,bin_05,62.0,7750,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,1999,2000,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,Ex,SBrkr,774,1430,0.0,2.0,1.0,3.0,1.0,TA,7,Typ,1.0,TA,BuiltIn,1999.0,RFn,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,3,WD ,156000
225,542,531375130,bin_01,60.0,12450,Reg,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,5,5,2003,2004,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,Ex,SBrkr,1114,1114,1.0,2.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Detchd,2004.0,Unf,576.0,TA,TA,Y,0.0,42.0,0.0,0.0,6,WD ,153000
226,973,923203190,bin_07,0.0,4500,Reg,AllPub,FR2,Gtl,Mitchel,TwnhsE,1Story,6,5,1999,1999,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883.0,Unf,0.0,341.0,Ex,SBrkr,1224,1224,1.0,2.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Attchd,1999.0,Fin,402.0,TA,TA,Y,0.0,304.0,0.0,0.0,6,WD ,165000
227,1012,527212050,bin_03,77.0,11198,IR1,AllPub,Inside,Gtl,StoneBr,1Fam,2Story,9,5,2005,2007,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,Ex,SBrkr,1134,2504,0.0,2.0,1.0,4.0,1.0,Ex,11,Typ,1.0,Gd,BuiltIn,2005.0,Fin,656.0,TA,TA,Y,144.0,39.0,0.0,0.0,6,WD ,325000
228,2218,909281020,bin_08,79.0,6221,IR1,AllPub,Inside,Gtl,Crawfor,2fmCon,1.5Fin,5,5,1941,1950,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,533.0,Unf,0.0,195.0,Ex,SBrkr,760,1355,0.0,2.0,0.0,3.0,1.0,TA,5,Typ,0.0,0,Detchd,1966.0,Unf,528.0,TA,TA,Y,0.0,0.0,0.0,144.0,10,WD ,140000
229,2033,903453080,bin_05,120.0,13200,Reg,AllPub,Corner,Gtl,IDOTRR,1Fam,SLvl,6,6,1963,1963,BrkFace,234.0,TA,TA,CBlock,TA,TA,No,BLQ,375.0,Unf,0.0,366.0,Fa,SBrkr,1497,2294,0.0,3.0,0.0,5.0,1.0,TA,9,Typ,1.0,Gd,Attchd,1963.0,Unf,658.0,TA,TA,Y,0.0,110.0,0.0,0.0,4,WD ,202500
230,1071,528180140,bin_07,65.0,8769,Reg,AllPub,Corner,Gtl,NridgHt,TwnhsE,1Story,9,5,2008,2008,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540.0,Unf,0.0,162.0,Ex,SBrkr,1702,1702,1.0,1.0,1.0,1.0,1.0,Ex,7,Typ,1.0,Gd,Attchd,2008.0,Fin,1052.0,TA,TA,Y,0.0,72.0,0.0,224.0,10,New,367294
231,1583,916403230,bin_05,85.0,10200,Reg,AllPub,Inside,Gtl,Timber,1Fam,SLvl,6,5,1988,1989,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0.0,678.0,Ex,SBrkr,1509,1509,1.0,2.0,0.0,3.0,1.0,Gd,5,Typ,1.0,Fa,Attchd,1988.0,RFn,600.0,TA,TA,Y,224.0,0.0,0.0,0.0,8,WD ,175000
232,2858,909275230,bin_04,60.0,9550,IR1,AllPub,Corner,Gtl,Crawfor,1Fam,2Story,7,5,1915,1970,None,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0.0,540.0,Gd,SBrkr,961,1717,1.0,1.0,0.0,3.0,1.0,Gd,7,Typ,1.0,Gd,Detchd,1998.0,Unf,642.0,TA,TA,Y,0.0,35.0,272.0,0.0,2,WD ,140000
233,2265,916403040,bin_01,42.0,10331,Reg,AllPub,CulDSac,Gtl,Timber,1Fam,1Story,7,7,1985,1985,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,215.0,BLQ,80.0,970.0,Gd,SBrkr,1240,1240,0.0,2.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,1985.0,Unf,528.0,TA,TA,Y,232.0,0.0,0.0,0.0,7,WD ,174000
234,1088,528235180,bin_05,59.0,9587,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2005,2005,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,201.0,Ex,SBrkr,1166,1166,1.0,2.0,0.0,2.0,1.0,Gd,5,Typ,0.0,0,Attchd,2005.0,Fin,400.0,TA,TA,Y,212.0,0.0,0.0,0.0,7,WD ,190000
235,698,902105060,bin_04,90.0,9900,Reg,AllPub,Corner,Gtl,OldTown,1Fam,2Story,5,8,1910,2002,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,Ex,SBrkr,764,1464,0.0,2.0,0.0,3.0,1.0,TA,7,Typ,0.0,0,0,0.0,0,0.0,0,0,N,0.0,0.0,176.0,0.0,3,WD ,129000
236,1896,534425015,bin_01,0.0,22002,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1Story,6,7,1959,1991,BrkFace,136.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0.0,206.0,Gd,SBrkr,1652,1652,1.0,1.0,1.0,3.0,1.0,Gd,6,Typ,1.0,Gd,Attchd,1959.0,RFn,510.0,TA,TA,Y,0.0,0.0,0.0,201.0,7,WD ,200000
237,628,535126010,bin_03,100.0,13000,Reg,AllPub,Corner,Gtl,NAmes,1Fam,2Story,6,6,1968,1968,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,TA,SBrkr,1182,2142,0.0,2.0,1.0,4.0,1.0,Gd,8,Typ,1.0,Gd,Attchd,1968.0,Fin,509.0,TA,TA,Y,0.0,72.0,0.0,252.0,6,WD ,193500
238,1212,534403050,bin_01,75.0,8250,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,7,1964,1964,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,0.0,305.0,Ex,SBrkr,1092,1092,1.0,1.0,0.0,3.0,1.0,TA,6,Typ,0.0,0,Attchd,1964.0,RFn,504.0,TA,Gd,Y,0.0,0.0,0.0,0.0,7,WD ,145000
239,2864,909280070,bin_06,81.0,8170,IR1,AllPub,Inside,Gtl,Crawfor,1Fam,1.5Fin,7,7,1929,1950,BrkFace,270.0,Gd,Gd,BrkTil,TA,TA,No,ALQ,526.0,Unf,0.0,496.0,Ex,FuseA,1122,1671,0.0,2.0,0.0,4.0,1.0,TA,7,Typ,1.0,Gd,Detchd,1963.0,Unf,451.0,TA,TA,Y,0.0,0.0,0.0,0.0,2,WD ,218000
240,2740,905451050,bin_01,80.0,12048,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1Story,5,6,1952,2002,BrkFace,232.0,TA,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,Gd,SBrkr,1488,1488,0.0,1.0,0.0,3.0,1.0,TA,7,Typ,1.0,Ex,Attchd,2002.0,RFn,569.0,TA,TA,Y,0.0,189.0,36.0,348.0,4,WD ,135000
241,2560,534475160,bin_01,89.0,10858,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,6,1952,1952,Stone,150.0,TA,Gd,CBlock,TA,TA,Mn,LwQ,40.0,Unf,0.0,1404.0,Ex,SBrkr,1624,1624,1.0,1.0,0.0,2.0,1.0,TA,6,Min1,1.0,Gd,Attchd,1952.0,RFn,240.0,TA,TA,Y,0.0,40.0,324.0,0.0,7,WD ,146500
242,1716,528174010,bin_07,61.0,7577,IR1,AllPub,Corner,Gtl,NridgHt,TwnhsE,1Story,6,5,2005,2006,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,Ex,SBrkr,1362,1362,0.0,2.0,0.0,2.0,1.0,Gd,6,Typ,1.0,Gd,Attchd,2005.0,RFn,460.0,TA,TA,Y,192.0,28.0,0.0,0.0,6,WD ,194700
243,1130,528488140,bin_01,62.0,7500,Reg,AllPub,Inside,Gtl,Somerst,1Fam,1Story,7,5,2007,2008,Stone,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,902.0,Unf,0.0,316.0,Ex,SBrkr,1218,1218,1.0,2.0,0.0,2.0,1.0,Gd,6,Typ,0.0,0,Attchd,2008.0,Fin,462.0,TA,TA,Y,168.0,168.0,0.0,0.0,4,New,230348
244,201,903234050,bin_02,51.0,6120,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1Story,6,5,1923,1950,None,0.0,TA,TA,BrkTil,Fa,Fa,No,ALQ,960.0,Unf,0.0,164.0,TA,SBrkr,1068,1068,1.0,1.0,0.0,2.0,1.0,TA,5,Typ,1.0,Gd,Detchd,1923.0,Unf,288.0,TA,TA,Y,0.0,0.0,128.0,0.0,3,WD ,109500
245,2886,913350030,bin_01,69.0,23580,IR1,AllPub,Inside,Mod,Mitchel,1Fam,1Story,6,6,1979,1979,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,776.0,Unf,0.0,849.0,TA,SBrkr,1625,1625,0.0,2.0,0.0,3.0,1.0,Fa,6,Typ,1.0,TA,Attchd,1979.0,Fin,576.0,TA,TA,Y,136.0,28.0,0.0,0.0,9,WD ,242500
246,2328,527190050,bin_09,44.0,5306,IR1,AllPub,Inside,Gtl,StoneBr,TwnhsE,2Story,7,7,1987,1987,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495.0,Rec,215.0,354.0,Gd,SBrkr,1064,1767,1.0,2.0,0.0,2.0,1.0,Gd,5,Typ,1.0,TA,Attchd,1987.0,RFn,504.0,Gd,TA,Y,441.0,35.0,0.0,0.0,6,WD ,239000
247,2583,535301150,bin_01,70.0,8092,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,8,1954,2000,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,226.0,Ex,SBrkr,1050,1050,1.0,1.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,1954.0,RFn,286.0,TA,TA,Y,0.0,0.0,0.0,0.0,6,WD ,156000
248,1206,534277060,bin_01,77.0,8593,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4,6,1957,1957,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,619.0,Ex,SBrkr,907,907,0.0,1.0,0.0,3.0,1.0,TA,5,Typ,0.0,0,Detchd,1964.0,Unf,352.0,TA,TA,Y,0.0,0.0,0.0,0.0,7,WD ,109008
249,2242,910206010,bin_06,64.0,11067,Reg,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,2,4,1939,1950,None,0.0,TA,TA,BrkTil,0,0,0,0,0.0,0,0.0,0.0,Ex,SBrkr,640,845,0.0,1.0,0.0,1.0,1.0,TA,4,Maj2,0.0,0,Detchd,1950.0,Unf,256.0,TA,Fa,N,48.0,0.0,0.0,0.0,3,WD ,68104
250,1105,528363020,bin_03,0.0,11929,IR1,AllPub,CulDSac,Gtl,NoRidge,1Fam,2Story,8,7,1995,1995,BrkFace,466.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1242.0,Ex,SBrkr,1251,2501,0.0,2.0,1.0,4.0,1.0,Gd,9,Typ,1.0,TA,Attchd,1995.0,RFn,751.0,TA,TA,Y,192.0,87.0,0.0,0.0,6,WD ,290000
251,121,534401110,bin_01,90.0,9900,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,5,1966,1966,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,1059.0,Unf,0.0,150.0,Gd,SBrkr,1209,1209,1.0,1.0,0.0,3.0,1.0,TA,6,Typ,0.0,0,Attchd,1966.0,RFn,504.0,TA,TA,Y,0.0,0.0,120.0,0.0,4,ConLD,159000
252,1223,534453140,bin_04,50.0,4882,IR1,AllPub,Inside,Mod,BrkSide,1Fam,2Story,4,7,1937,1950,None,0.0,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,0.0,228.0,TA,SBrkr,453,906,0.0,1.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Basment,1937.0,Unf,231.0,Fa,TA,Y,0.0,0.0,0.0,0.0,9,WD ,87000
253,265,907252120,bin_01,0.0,11423,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2001,2002,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0.0,223.0,Ex,SBrkr,1601,1601,1.0,2.0,0.0,3.0,1.0,Gd,6,Typ,1.0,TA,Attchd,2001.0,RFn,670.0,TA,TA,Y,180.0,0.0,0.0,0.0,5,WD ,272000
254,2813,907414040,bin_01,65.0,8772,Reg,AllPub,FR2,Gtl,CollgCr,1Fam,1Story,7,5,2005,2006,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,996.0,Unf,0.0,340.0,Ex,SBrkr,1336,1336,1.0,2.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,2005.0,Unf,502.0,TA,TA,Y,136.0,43.0,0.0,0.0,9,New,198000
255,1294,902109120,bin_06,63.0,7628,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,4,6,1940,1985,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,Gd,FuseA,1095,1656,0.0,2.0,0.0,2.0,1.0,TA,8,Mod,0.0,0,Detchd,1958.0,Unf,440.0,TA,TA,Y,187.0,0.0,0.0,0.0,5,WD ,119164
256,2745,905477010,bin_01,77.0,8335,Reg,AllPub,Corner,Gtl,Edwards,1Fam,1Story,5,5,1954,1954,None,0.0,TA,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,Gd,SBrkr,1124,1124,0.0,1.0,0.0,3.0,1.0,TA,5,Min2,1.0,Gd,0,0.0,0,0.0,0,0,N,0.0,36.0,190.0,0.0,4,WD ,93000
257,1094,528280180,bin_03,71.0,8220,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2000,2001,BrkFace,647.0,Gd,TA,PConc,Gd,TA,Av,GLQ,544.0,Unf,0.0,438.0,Ex,SBrkr,1008,1892,0.0,2.0,1.0,3.0,1.0,TA,8,Typ,1.0,TA,Attchd,2000.0,RFn,431.0,TA,TA,Y,108.0,0.0,0.0,0.0,7,WD ,226750
258,651,535353140,bin_08,107.0,10615,IR1,AllPub,Corner,Mod,OldTown,2fmCon,2Story,3,5,1900,1970,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.0,Unf,0.0,538.0,TA,SBrkr,1014,1699,1.0,2.0,0.0,3.0,2.0,TA,7,Typ,0.0,0,CarPort,1920.0,Unf,420.0,Fa,Fa,Y,0.0,74.0,0.0,0.0,8,WD ,95000
259,198,903228150,bin_06,50.0,6000,Reg,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,7,1948,1950,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,480.0,TA,SBrkr,780,1416,0.0,1.0,1.0,3.0,1.0,TA,6,Typ,0.0,0,Detchd,1948.0,Unf,312.0,TA,TA,P,221.0,0.0,48.0,0.0,3,WD ,139900
260,131,534451150,bin_02,55.0,5350,IR1,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,3,2,1940,1966,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,728.0,Ex,SBrkr,1306,1306,0.0,1.0,0.0,3.0,1.0,Fa,6,Mod,0.0,0,0,0.0,0,0.0,0,0,Y,263.0,0.0,0.0,0.0,5,WD ,76500
261,1258,535380110,bin_02,60.0,5400,Reg,AllPub,Corner,Gtl,OldTown,1Fam,1Story,4,7,1940,2005,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,Gd,SBrkr,672,672,0.0,1.0,0.0,2.0,1.0,TA,4,Typ,0.0,0,Detchd,1997.0,Unf,308.0,TA,TA,N,88.0,108.0,0.0,0.0,7,WD ,86900
262,1599,923227030,bin_01,0.0,17979,IR1,AllPub,Corner,Gtl,Mitchel,1Fam,1Story,5,6,1968,1968,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,785.0,Unf,0.0,328.0,Ex,SBrkr,1160,1160,1.0,1.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,1968.0,Unf,257.0,TA,TA,Y,81.0,0.0,0.0,0.0,2,WD ,152500
263,1508,908250090,bin_01,68.0,9520,Reg,AllPub,Inside,Mod,Edwards,1Fam,1Story,4,5,1953,1953,Stone,115.0,TA,TA,CBlock,Gd,TA,No,Rec,767.0,Unf,0.0,144.0,TA,SBrkr,930,930,0.0,1.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Attchd,1953.0,RFn,286.0,TA,TA,Y,134.0,0.0,0.0,0.0,5,WD ,99000
264,615,534450150,bin_02,50.0,5330,Reg,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,4,7,1940,1950,None,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280.0,Unf,0.0,140.0,Gd,SBrkr,708,708,0.0,1.0,0.0,2.0,1.0,Fa,5,Typ,0.0,0,0,0.0,0,0.0,0,0,Y,164.0,0.0,0.0,0.0,12,WD ,82500
265,1815,531451030,bin_07,50.0,8012,Reg,AllPub,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,1992,1992,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,Gd,SBrkr,1575,1575,1.0,2.0,0.0,2.0,1.0,Gd,5,Typ,0.0,0,Attchd,1992.0,RFn,529.0,TA,TA,Y,0.0,0.0,52.0,0.0,7,WD ,179200
266,2712,905105010,bin_01,75.0,9000,Reg,AllPub,Corner,Gtl,Sawyer,1Fam,1Story,5,6,1966,1966,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,773.0,Unf,0.0,286.0,Gd,SBrkr,1059,1059,1.0,1.0,0.0,3.0,1.0,TA,6,Typ,0.0,0,Attchd,1966.0,Fin,286.0,TA,TA,Y,0.0,88.0,0.0,0.0,6,WD ,142500
267,2051,905101070,bin_01,62.0,14299,Reg,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,4,3,1964,1964,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,513.0,LwQ,144.0,348.0,TA,SBrkr,1005,1005,1.0,1.0,0.0,3.0,1.0,TA,5,Typ,0.0,0,Detchd,1964.0,Unf,440.0,TA,TA,N,0.0,0.0,0.0,0.0,7,WD ,115400
268,1863,534104090,bin_03,0.0,7050,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7,5,2001,2001,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,319.0,Ex,SBrkr,1057,1929,1.0,2.0,1.0,3.0,1.0,Gd,7,Typ,1.0,TA,Attchd,2001.0,Fin,650.0,TA,TA,Y,0.0,235.0,0.0,0.0,5,WD ,226000
269,2510,533212130,bin_09,30.0,3180,Reg,AllPub,Inside,Gtl,Somerst,TwnhsE,2Story,7,5,2005,2005,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,Ex,SBrkr,520,1200,0.0,2.0,1.0,2.0,1.0,Gd,4,Typ,0.0,0,Detchd,2005.0,RFn,480.0,TA,TA,Y,0.0,166.0,0.0,0.0,4,WD ,144152
