Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Heat/Cool,sunset,sunrise,SunHours,isRainy,Humidity
2008-10-08,64,51.0,57.5,1.0,51,54.0,0556,1722,RA BR,0.19,29.165,29.85,7.5,26,8.1,-7.5,2008-10-08 17:22:00,2008-10-08 05:56:00,686.0,1,78.89
2008-10-09,69,47.5,58.25,3.0,38,49.0,0557,1720, ,0.0,29.384999999999998,30.05,5.5,29,5.8,-6.75,2008-10-09 17:20:00,2008-10-09 05:57:00,683.0,0,46.8
2008-10-10,72,44.0,58.0,2.0,42,50.0,0558,1719, ,0.0,29.494999999999997,30.18,4.8,11,6.7,-7.0,2008-10-10 17:19:00,2008-10-10 05:58:00,681.0,0,55.17
2008-10-11,79,53.0,66.0,11.0,50,57.0,0559,1717, ,0.0,29.549999999999997,30.24,4.2,14,5.0,1.0,2008-10-11 17:17:00,2008-10-11 05:59:00,678.0,0,56.3
2008-10-12,84,59.5,71.75,17.0,56,61.0,0600,1715,BR,0.0,29.58,30.27,4.3,15,5.1,6.75,2008-10-12 17:15:00,2008-10-12 06:00:00,675.0,0,57.61
2008-10-13,77,62.5,69.75,16.0,58,63.0,0602,1714, ,0.0,29.505,30.21,7.7,20,8.1,4.75,2008-10-13 17:14:00,2008-10-13 06:02:00,672.0,0,66.28
2008-10-14,69,54.0,61.5,8.0,43,51.0,0603,1712,RA,0.0,29.515,30.22,2.0,30,6.8,-3.5,2008-10-14 17:12:00,2008-10-14 06:03:00,669.0,1,50.6
2008-10-15,63,48.5,55.75,2.0,50,53.0,0604,1711,RA BR,0.3,29.365000000000002,30.06,4.2,32,6.3,-9.25,2008-10-15 17:11:00,2008-10-15 06:04:00,667.0,1,80.98
2008-10-16,59,43.5,51.25,-1.0,38,44.0,0605,1709, ,0.0,29.545,30.25,6.1,35,7.5,-13.75,2008-10-16 17:09:00,2008-10-16 06:05:00,664.0,0,60.39
2008-10-17,57,43.5,50.25,-2.0,39,44.0,0606,1707, ,0.0,29.560000000000002,30.26,6.2,36,7.2,-14.75,2008-10-17 17:07:00,2008-10-17 06:06:00,661.0,0,65.17
2008-10-18,60,44.5,52.25,1.0,40,45.0,0607,1706,RA BR,0.05,29.615,30.32,2.1,7,6.1,-12.75,2008-10-18 17:06:00,2008-10-18 06:07:00,659.0,1,62.92
2008-10-19,62,42.0,52.0,0.0,37,45.0,0608,1704, ,0.0,29.53,30.24,12.0,19,12.4,-13.0,2008-10-19 17:04:00,2008-10-19 06:08:00,656.0,0,56.48
2008-10-20,55,43.5,49.25,-1.0,42,46.0,0610,1703,RA BR,0.18,29.509999999999998,30.21,4.0,31,7.6,-15.75,2008-10-20 17:03:00,2008-10-20 06:10:00,653.0,1,75.98
2008-10-21,55,38.5,46.75,-3.0,35,42.0,0611,1701, ,0.0,29.67,30.37,7.1,2,8.7,-18.25,2008-10-21 17:01:00,2008-10-21 06:11:00,650.0,0,63.46
2008-10-22,52,37.5,44.75,-6.0,30,40.0,0612,1700, ,0.0,29.68,30.39,12.1,12,13.1,-20.25,2008-10-22 17:00:00,2008-10-22 06:12:00,648.0,0,55.99
2008-10-23,58,40.5,49.25,1.0,36,44.0,0613,1658,RA,0.16,29.53,30.27,11.5,12,11.8,-15.75,2008-10-23 16:58:00,2008-10-23 06:13:00,645.0,1,60.12
2008-10-24,54,44.5,49.25,0.0,44,47.0,0614,1657,TSRA RA BR,0.32,29.215,29.96,5.3,19,6.1,-15.75,2008-10-24 16:57:00,2008-10-24 06:14:00,643.0,1,82.04
2008-10-25,53,43.0,48.0,0.0,40,44.0,0616,1656,RA DZ BR,0.0,29.055,29.77,11.9,22,12.3,-17.0,2008-10-25 16:56:00,2008-10-25 06:16:00,640.0,1,73.68
2008-10-26,56,36.5,46.25,-1.0,32,41.0,0617,1654,RA,0.0,29.135,29.8,17.2,27,17.8,-18.75,2008-10-26 16:54:00,2008-10-26 06:17:00,637.0,1,57.35
2008-10-27,47,33.5,40.25,-8.0,27,35.0,0618,1653, ,0.0,29.54,30.2,13.7,31,14.4,-24.75,2008-10-27 16:53:00,2008-10-27 06:18:00,635.0,0,58.86
2008-10-28,45,31.5,38.25,-9.0,23,33.0,0619,1651, ,0.0,29.57,30.29,10.5,30,10.9,-26.75,2008-10-28 16:51:00,2008-10-28 06:19:00,632.0,0,53.88
2008-10-29,51,32.5,41.75,-5.0,24,34.0,0620,1650, ,0.0,29.505,30.21,3.7,32,6.2,-23.25,2008-10-29 16:50:00,2008-10-29 06:20:00,630.0,0,49.04
2008-10-30,62,32.5,47.25,1.0,32,41.0,0622,1649, ,0.0,29.61,30.31,10.5,19,10.4,-17.75,2008-10-30 16:49:00,2008-10-30 06:22:00,627.0,0,55.23
2008-10-31,70,48.5,59.25,13.0,46,51.0,0623,1647, ,0.0,29.605,30.3,5.7,22,7.4,-5.75,2008-10-31 16:47:00,2008-10-31 06:23:00,624.0,0,61.45
2009-05-01,60,47.0,53.5,0.0,40,47.0,0448,1849,RA,0.02,29.295,29.98,8.4,29,8.5,-11.5,2009-05-01 18:49:00,2009-05-01 04:48:00,841.0,1,60.1
2009-05-02,66,44.5,55.25,1.0,33,45.0,0447,1850, ,0.0,29.245,29.94,8.8,26,9.2,-9.75,2009-05-02 18:50:00,2009-05-02 04:47:00,843.0,0,42.77
2009-05-03,70,44.0,57.0,3.0,34,47.0,0446,1851, ,0.0,29.225,29.92,3.9,26,4.9,-8.0,2009-05-03 18:51:00,2009-05-03 04:46:00,845.0,0,41.79
2009-05-04,70,46.0,58.0,3.0,34,47.0,0444,1852, ,0.0,29.34,30.02,6.5,9,7.6,-7.0,2009-05-04 18:52:00,2009-05-04 04:44:00,848.0,0,40.31
2009-05-05,71,51.5,61.25,5.0,40,50.0,0443,1853, ,0.0,29.25,29.95,5.5,13,6.0,-3.75,2009-05-05 18:53:00,2009-05-05 04:43:00,850.0,0,45.47
2009-05-06,75,53.5,64.25,8.0,51,55.0,0442,1855,RA BR,0.67,29.09,29.79,6.5,19,8.1,-0.75,2009-05-06 18:55:00,2009-05-06 04:42:00,853.0,1,62.1
2009-05-07,77,56.0,66.5,12.0,52,57.0,0441,1856,RA BR HZ,0.19,29.045,29.73,8.5,25,10.3,1.5,2009-05-07 18:56:00,2009-05-07 04:41:00,855.0,1,59.58
2009-05-08,77,55.0,66.0,9.0,53,58.0,0439,1857,TSRA RA,0.02,28.97,29.68,4.9,21,6.0,1.0,2009-05-08 18:57:00,2009-05-08 04:39:00,858.0,1,62.9
2009-05-09,63,45.5,54.25,-1.0,44,48.0,0438,1858, ,0.0,29.225,29.87,6.8,29,11.8,-10.75,2009-05-09 18:58:00,2009-05-09 04:38:00,860.0,0,68.22
2009-05-10,67,41.5,54.25,-2.0,39,46.0,0437,1859, ,0.0,29.439999999999998,30.11,4.7,30,8.4,-10.75,2009-05-10 18:59:00,2009-05-10 04:37:00,862.0,0,56.25
2009-05-11,61,39.5,50.25,-7.0,35,44.0,0436,1900, ,0.0,29.5,30.2,0.7,8,4.6,-14.75,2009-05-11 19:00:00,2009-05-11 04:36:00,864.0,0,55.67
2009-05-12,71,41.5,56.25,-2.0,34,47.0,0435,1901, ,0.0,29.41,30.13,9.5,16,9.6,-8.75,2009-05-12 19:01:00,2009-05-12 04:35:00,866.0,0,42.94
2009-05-13,70,53.5,61.75,4.0,56,58.0,0434,1902,TSRA RA BR,0.55,29.045,29.76,14.4,19,16.4,-3.25,2009-05-13 19:02:00,2009-05-13 04:34:00,868.0,1,81.41
2009-05-14,68,54.0,61.0,3.0,44,52.0,0433,1903, ,0.0,29.345,30.0,10.5,27,10.7,-4.0,2009-05-14 19:03:00,2009-05-14 04:33:00,870.0,0,53.52
2009-05-15,61,53.5,57.25,-1.0,51,54.0,0432,1904,RA BR,0.39,29.310000000000002,30.0,6.0,16,8.8,-7.75,2009-05-15 19:04:00,2009-05-15 04:32:00,872.0,1,79.6
2009-05-16,62,46.0,54.0,-5.0,40,49.0,0431,1905,BR,0.0,29.384999999999998,30.05,11.0,29,12.5,-11.0,2009-05-16 19:05:00,2009-05-16 04:31:00,874.0,0,59.01
2009-05-17,63,40.0,51.5,-8.0,27,42.0,0430,1906, ,0.0,29.635,30.32,0.2,33,6.2,-13.5,2009-05-17 19:06:00,2009-05-17 04:30:00,876.0,0,38.45
2009-05-18,66,42.5,54.25,-7.0,33,45.0,0429,1907, ,0.0,29.58,30.29,9.6,19,9.9,-10.75,2009-05-18 19:07:00,2009-05-18 04:29:00,878.0,0,44.36
2009-05-19,80,53.0,66.5,6.0,44,55.0,0428,1908, ,0.0,29.515,30.21,13.5,21,13.8,1.5,2009-05-19 19:08:00,2009-05-19 04:28:00,880.0,0,44.14
2009-05-20,84,61.0,72.5,12.0,44,57.0,0427,1909, ,0.0,29.435,30.13,14.4,20,14.6,7.5,2009-05-20 19:09:00,2009-05-20 04:27:00,882.0,0,35.96
2009-05-21,84,60.0,72.0,11.0,49,59.0,0426,1910, ,0.0,29.41,30.09,7.8,23,12.8,7.0,2009-05-21 19:10:00,2009-05-21 04:26:00,884.0,0,44.16
2009-05-22,69,54.5,61.75,0.0,46,53.0,0425,1911, ,0.0,29.48,30.18,10.4,4,10.7,-3.25,2009-05-22 19:11:00,2009-05-22 04:25:00,886.0,0,56.23
2009-05-23,80,52.5,66.25,4.0,50,57.0,0425,1912, ,0.0,29.36,30.06,4.5,7,5.7,1.25,2009-05-23 19:12:00,2009-05-23 04:25:00,887.0,0,55.81
2009-05-24,71,55.5,63.25,1.0,46,53.0,0424,1913, ,0.0,29.365000000000002,30.07,10.4,4,11.0,-1.75,2009-05-24 19:13:00,2009-05-24 04:24:00,889.0,0,53.34
2009-05-25,67,55.0,61.0,-1.0,43,51.0,0423,1914,RA DZ,0.04,29.305,30.02,10.3,6,10.8,-4.0,2009-05-25 19:14:00,2009-05-25 04:23:00,891.0,1,51.51
2009-05-26,74,54.5,64.25,2.0,51,55.0,0422,1915,TSRA RA BR,1.73,29.104999999999997,29.82,7.5,5,7.8,-0.75,2009-05-26 19:15:00,2009-05-26 04:22:00,893.0,1,62.1
2009-05-27,73,56.5,64.75,2.0,58,60.0,0422,1916,DZ BR HZ,0.02,28.985,29.68,3.6,24,7.2,-0.25,2009-05-27 19:16:00,2009-05-27 04:22:00,894.0,1,78.76
2009-05-28,62,54.5,58.25,-5.0,51,54.0,0421,1916, ,0.0,29.085,29.76,6.8,30,8.1,-6.75,2009-05-28 19:16:00,2009-05-28 04:21:00,895.0,0,76.79
2009-05-29,74,52.5,63.25,-2.0,49,55.0,0421,1917, ,0.0,29.200000000000003,29.88,2.7,32,6.9,-1.75,2009-05-29 19:17:00,2009-05-29 04:21:00,896.0,0,59.7
2009-05-30,79,51.5,65.25,1.0,46,54.0,0420,1918,RA,0.0,29.119999999999997,29.81,2.9,27,6.8,0.25,2009-05-30 19:18:00,2009-05-30 04:20:00,898.0,1,49.74
2009-05-31,73,47.0,60.0,-5.0,41,50.0,0420,1919, ,0.0,29.235,29.94,2.7,10,4.6,-5.0,2009-05-31 19:19:00,2009-05-31 04:20:00,899.0,0,49.41
2009-06-01,78,51.5,64.75,1.0,53,57.0,0419,1920,TSRA RA,0.44,29.22,29.89,1.2,34,11.1,-0.25,2009-06-01 19:20:00,2009-06-01 04:19:00,901.0,1,65.69
2009-06-02,60,49.0,54.5,-10.0,46,50.0,0419,1920,RA BR,0.12,29.39,30.09,7.4,3,8.0,-10.5,2009-06-02 19:20:00,2009-06-02 04:19:00,901.0,1,72.94
2009-06-03,61,45.0,53.0,-12.0,39,46.0,0418,1921, ,0.0,29.445,30.15,10.5,4,10.7,-12.0,2009-06-03 19:21:00,2009-06-03 04:18:00,903.0,0,58.88
2009-06-04,68,44.5,56.25,-9.0,37,48.0,0418,1922, ,0.0,29.335,30.05,4.7,4,5.9,-8.75,2009-06-04 19:22:00,2009-06-04 04:18:00,904.0,0,48.36
2009-06-05,79,45.5,62.25,-3.0,44,54.0,0417,1923, ,0.0,29.205,29.91,5.8,26,6.7,-2.75,2009-06-05 19:23:00,2009-06-05 04:17:00,906.0,0,51.2
2009-06-06,63,53.0,58.0,-9.0,45,50.0,0417,1923, ,0.02,29.23,29.93,6.2,5,7.7,-7.0,2009-06-06 19:23:00,2009-06-06 04:17:00,906.0,0,61.87
2009-06-07,73,54.0,63.5,-3.0,53,57.0,0417,1924,BR,0.04,29.175,29.87,2.7,8,6.9,-1.5,2009-06-07 19:24:00,2009-06-07 04:17:00,907.0,0,68.62
2009-06-08,80,53.5,66.75,0.0,60,63.0,0417,1925,TSRA RA BR,0.45,29.085,29.77,5.9,24,9.2,1.75,2009-06-08 19:25:00,2009-06-08 04:17:00,908.0,1,78.92
2009-06-09,67,55.5,61.25,-5.0,53,56.0,0416,1925,DZ BR,0.0,29.259999999999998,29.94,4.0,6,6.3,-3.75,2009-06-09 19:25:00,2009-06-09 04:16:00,909.0,1,74.29
2009-06-10,67,54.5,60.75,-6.0,49,53.0,0416,1926,RA,0.01,29.18,29.89,8.0,5,8.7,-4.25,2009-06-10 19:26:00,2009-06-10 04:16:00,910.0,1,65.21
2009-06-11,64,53.0,58.5,-8.0,51,54.0,0416,1926,RA HZ,0.01,29.14,29.83,10.2,3,10.3,-6.5,2009-06-11 19:26:00,2009-06-11 04:16:00,910.0,1,76.11
2009-06-12,74,49.5,61.75,-6.0,49,55.0,0416,1927,RA,0.0,29.27,29.95,4.4,7,5.8,-3.25,2009-06-12 19:27:00,2009-06-12 04:16:00,911.0,1,62.94
2009-06-13,68,55.0,61.5,-7.0,51,55.0,0416,1927,RA BR,0.33,29.310000000000002,30.0,5.9,5,6.7,-3.5,2009-06-13 19:27:00,2009-06-13 04:16:00,911.0,1,68.4
2009-06-14,77,52.5,64.75,-4.0,48,57.0,0416,1928, ,0.0,29.314999999999998,30.01,4.5,4,4.7,-0.25,2009-06-14 19:28:00,2009-06-14 04:16:00,912.0,0,54.57
2009-06-15,81,55.0,68.0,-1.0,49,58.0,0416,1928, ,0.0,29.310000000000002,30.01,5.5,9,6.4,3.0,2009-06-15 19:28:00,2009-06-15 04:16:00,912.0,0,50.62
2009-06-16,71,61.5,66.25,-4.0,55,60.0,0416,1929,RA BR,1.23,29.18,29.89,11.2,10,11.8,1.25,2009-06-16 19:29:00,2009-06-16 04:16:00,913.0,1,67.08
2009-06-17,71,62.0,66.5,-3.0,59,62.0,0416,1929,BR HZ,0.0,29.185000000000002,29.88,3.0,36,6.2,1.5,2009-06-17 19:29:00,2009-06-17 04:16:00,913.0,0,76.81
2009-06-18,80,62.0,71.0,1.0,63,67.0,0416,1929,RA BR,0.12,29.115,,6.7,16,7.9,6.0,2009-06-18 19:29:00,2009-06-18 04:16:00,913.0,1,75.85
2009-06-19,86,65.5,75.75,6.0,67,69.0,0416,1930,TS TSRA BR,3.97,29.0,29.7,7.2,18,11.6,10.75,2009-06-19 19:30:00,2009-06-19 04:16:00,914.0,1,74.32
2009-06-20,87,68.5,77.75,8.0,65,70.0,0416,1930, ,0.0,29.104999999999997,29.76,8.3,29,8.6,12.75,2009-06-20 19:30:00,2009-06-20 04:16:00,914.0,0,64.89
2009-06-21,84,70.5,77.25,7.0,63,68.0,0416,1930, ,0.01,29.145000000000003,29.82,2.8,7,3.9,12.25,2009-06-21 19:30:00,2009-06-21 04:16:00,914.0,0,61.52
2009-06-22,89,69.0,79.0,9.0,67,71.0,0417,1931,TSRA RA,0.09,29.119999999999997,29.79,4.0,11,5.6,14.0,2009-06-22 19:31:00,2009-06-22 04:17:00,914.0,1,66.75
2009-06-23,94,73.0,83.5,13.0,69,73.0,0417,1931, ,0.0,29.189999999999998,29.87,1.8,14,3.5,18.5,2009-06-23 19:31:00,2009-06-23 04:17:00,914.0,0,61.76
2009-06-24,94,74.0,84.0,14.0,68,73.0,0417,1931,TSRA,0.04,29.185000000000002,29.87,1.9,22,5.8,19.0,2009-06-24 19:31:00,2009-06-24 04:17:00,914.0,1,58.72
2009-06-25,94,75.5,84.75,14.0,69,73.0,0417,1931, ,0.0,29.115,29.8,2.4,32,4.9,19.75,2009-06-25 19:31:00,2009-06-25 04:17:00,914.0,0,59.33
2009-06-26,86,70.5,78.25,7.0,60,71.66666666666667,0418,1931, ,0.0,,29.85,6.4,4,8.2,13.25,2009-06-26 19:31:00,2009-06-26 04:18:00,913.0,0,53.53
2009-06-27,89,64.5,76.75,5.0,61,67.0,0418,1931,TS RA,0.3,29.14,29.82,5.1,21,6.9,11.75,2009-06-27 19:31:00,2009-06-27 04:18:00,913.0,1,58.28
2009-06-28,83,67.0,75.0,4.0,53,62.0,0419,1931, ,0.0,29.04,29.73,13.2,29,13.6,10.0,2009-06-28 19:31:00,2009-06-28 04:19:00,912.0,0,46.3
2009-06-29,77,64.0,70.5,-1.0,54,61.0,0419,1931, ,0.0,28.92,29.6,12.2,30,12.7,5.5,2009-06-29 19:31:00,2009-06-29 04:19:00,912.0,0,55.89
2009-06-30,66,60.0,63.0,-9.0,53,57.0,0419,1931, ,0.0,28.975,29.65,8.9,30,9.1,-2.0,2009-06-30 19:31:00,2009-06-30 04:19:00,912.0,0,69.84
2009-07-01,65,57.0,61.0,-11.0,52,56.0,0420,1931,RA DZ,0.0,29.1,29.77,8.2,32,8.7,-4.0,2009-07-01 19:31:00,2009-07-01 04:20:00,911.0,1,72.24
2009-07-02,73,59.5,66.25,-6.0,54,60.0,0420,1931, ,0.0,29.285,29.95,8.4,31,8.8,1.25,2009-07-02 19:31:00,2009-07-02 04:20:00,911.0,0,64.67
2009-07-03,79,62.5,70.75,-1.0,56,62.0,0421,1931, ,0.0,29.384999999999998,30.06,1.2,34,5.8,5.75,2009-07-03 19:31:00,2009-07-03 04:21:00,910.0,0,59.6
2009-07-04,69,61.0,65.0,-8.0,58,61.0,0422,1930,RA BR FU,0.2,29.285,29.99,1.8,13,3.8,0.0,2009-07-04 19:30:00,2009-07-04 04:22:00,908.0,1,78.07
2009-07-05,81,59.0,70.0,-3.0,58,63.0,0422,1930,RA BR HZ,0.05,29.225,29.92,0.7,34,2.4,5.0,2009-07-05 19:30:00,2009-07-05 04:22:00,908.0,1,65.71
2009-07-06,86,61.5,73.75,1.0,54,62.0,0423,1930, ,0.0,29.17,29.86,7.5,31,7.8,8.75,2009-07-06 19:30:00,2009-07-06 04:23:00,907.0,0,50.08
2009-07-07,77,62.0,69.5,-4.0,54,60.0,0423,1930,RA,0.0,29.21,29.89,5.9,7,7.0,4.5,2009-07-07 19:30:00,2009-07-07 04:23:00,907.0,1,57.83
2009-07-08,65,61.5,63.25,-10.0,56,59.0,0424,1929,RA,0.06,29.310000000000002,29.99,6.8,6,7.0,-1.75,2009-07-08 19:29:00,2009-07-08 04:24:00,905.0,1,77.22
2009-07-09,79,61.0,70.0,-4.0,57,63.0,0425,1929, ,0.0,29.380000000000003,30.07,5.8,11,6.9,5.0,2009-07-09 19:29:00,2009-07-09 04:25:00,904.0,0,63.39
2009-07-10,82,65.0,73.5,0.0,64,67.0,0425,1929,RA BR,0.08,29.375,30.06,4.4,21,4.9,8.5,2009-07-10 19:29:00,2009-07-10 04:25:00,904.0,1,72.2
2009-07-11,85,65.5,75.25,1.0,59,65.0,0426,1928,TSRA BR HZ,0.25,29.365000000000002,30.04,4.8,31,7.0,10.25,2009-07-11 19:28:00,2009-07-11 04:26:00,902.0,1,57.05
2009-07-12,82,59.0,70.5,-3.0,51,60.0,0427,1928, ,0.0,29.380000000000003,30.07,2.9,29,5.7,5.5,2009-07-12 19:28:00,2009-07-12 04:27:00,901.0,0,50.06
2009-07-13,79,63.5,71.25,-3.0,46,57.0,0428,1927, ,0.0,29.384999999999998,30.07,4.8,7,5.8,6.25,2009-07-13 19:27:00,2009-07-13 04:28:00,899.0,0,40.47
2009-07-14,80,57.5,68.75,-5.0,51,59.0,0428,1927, ,0.0,29.375,30.07,6.7,16,7.5,3.75,2009-07-14 19:27:00,2009-07-14 04:28:00,899.0,0,53.14
2009-07-15,85,66.0,75.5,1.0,62,67.0,0429,1926,BR,0.68,29.205,29.9,10.0,24,12.4,10.5,2009-07-15 19:26:00,2009-07-15 04:29:00,897.0,0,62.94
2009-07-16,80,64.5,72.25,-2.0,56,62.0,0430,1925, ,0.0,29.200000000000003,29.89,9.9,28,10.8,7.25,2009-07-16 19:25:00,2009-07-16 04:30:00,895.0,0,56.65
2009-07-17,70,57.5,63.75,-10.0,51,56.0,0431,1925, ,0.0,29.18,29.87,10.6,30,10.8,-1.25,2009-07-17 19:25:00,2009-07-17 04:31:00,894.0,0,63.19
2009-07-18,72,57.5,64.75,-9.0,52,57.0,0432,1924, ,0.0,29.335,30.01,8.1,31,8.2,-0.25,2009-07-18 19:24:00,2009-07-18 04:32:00,892.0,0,63.32
2009-07-19,71,58.5,64.75,-10.0,52,58.0,0433,1923, ,0.0,29.42,30.11,1.3,36,4.0,-0.25,2009-07-19 19:23:00,2009-07-19 04:33:00,890.0,0,63.32
2009-07-20,76,57.0,66.5,-8.0,55,60.0,0433,1923, ,0.0,29.39,30.09,5.1,9,5.5,1.5,2009-07-20 19:23:00,2009-07-20 04:33:00,890.0,0,66.5
2009-07-21,80,61.0,70.5,-5.0,57,62.0,0434,1922,RA DZ,0.04,29.305,30.01,3.1,13,5.8,5.5,2009-07-21 19:22:00,2009-07-21 04:34:00,888.0,1,62.32
2009-07-22,78,64.5,71.25,-3.0,61,64.0,0435,1921,BR HZ,0.0,29.255000000000003,29.95,3.5,3,5.0,6.25,2009-07-22 19:21:00,2009-07-22 04:35:00,886.0,0,70.09
2009-07-23,82,62.5,72.25,-2.0,58,63.0,0436,1920,TS BR HZ,0.0,29.235,29.93,2.6,32,5.0,7.25,2009-07-23 19:20:00,2009-07-23 04:36:00,884.0,1,60.88
2009-07-24,83,61.5,72.25,-2.0,59,64.0,0437,1919,TSRA RA,0.14,29.11,29.83,8.9,23,9.8,7.25,2009-07-24 19:19:00,2009-07-24 04:37:00,882.0,1,63.1
2009-07-25,81,66.0,73.5,0.0,58,64.0,0438,1918, ,0.0,29.049999999999997,29.73,10.6,28,11.1,8.5,2009-07-25 19:18:00,2009-07-25 04:38:00,880.0,0,58.37
2009-07-26,82,63.5,72.75,-1.0,58,64.0,0439,1918,RA,0.0,29.155,29.82,8.0,29,8.6,7.75,2009-07-26 19:18:00,2009-07-26 04:39:00,879.0,1,59.86
2009-07-27,84,65.0,74.5,0.0,61,66.0,0440,1917,RA,0.02,29.17,29.86,9.3,23,10.1,9.5,2009-07-27 19:17:00,2009-07-27 04:40:00,877.0,1,62.82
2009-07-28,84,67.0,75.5,1.0,60,66.0,0441,1916,RA,0.01,29.104999999999997,29.78,6.4,28,8.0,10.5,2009-07-28 19:16:00,2009-07-28 04:41:00,875.0,1,58.64
2009-07-29,81,64.0,72.5,-2.0,51,59.0,0442,1915, ,0.0,29.16,29.84,4.2,35,7.1,7.5,2009-07-29 19:15:00,2009-07-29 04:42:00,873.0,0,46.78
2009-07-30,79,62.0,70.5,-5.0,57,62.0,0443,1914, ,0.0,29.174999999999997,29.85,4.4,23,5.5,5.5,2009-07-30 19:14:00,2009-07-30 04:43:00,871.0,0,62.32
2009-07-31,81,60.0,70.5,-4.0,54,61.0,0444,1913, ,0.0,29.259999999999998,29.94,6.2,26,7.3,5.5,2009-07-31 19:13:00,2009-07-31 04:44:00,869.0,0,55.89
2009-08-01,75,62.0,68.5,-5.0,59,62.0,0445,1911,RA,0.0,29.21,29.91,11.6,22,11.4,3.5,2009-08-01 19:11:00,2009-08-01 04:45:00,866.0,1,71.7
2009-08-02,78,57.5,67.75,-5.0,51,59.0,0446,1910, ,0.0,29.23,29.93,6.8,25,9.6,2.75,2009-08-02 19:10:00,2009-08-02 04:46:00,864.0,0,55.0
2009-08-03,84,67.5,75.75,3.0,60,66.0,0447,1909, ,0.07,29.135,29.82,12.2,21,12.4,10.75,2009-08-03 19:09:00,2009-08-03 04:47:00,862.0,0,58.15
2009-08-04,85,68.0,76.5,3.0,61,67.0,0448,1908,BR,0.0,29.19,29.87,2.5,2,5.8,11.5,2009-08-04 19:08:00,2009-08-04 04:48:00,860.0,0,58.77
2009-08-05,79,63.5,71.25,-3.0,54,61.0,0449,1907, ,0.0,29.369999999999997,30.05,2.9,6,4.2,6.25,2009-08-05 19:07:00,2009-08-05 04:49:00,858.0,0,54.48
2009-08-06,82,61.0,71.5,-2.0,51,60.0,0450,1906, ,0.0,29.415,30.09,1.4,6,5.4,6.5,2009-08-06 19:06:00,2009-08-06 04:50:00,856.0,0,48.39
2009-08-07,74,65.5,69.75,-4.0,59,63.0,0451,1904,RA BR,0.33,29.384999999999998,30.09,7.3,15,7.8,4.75,2009-08-07 19:04:00,2009-08-07 04:51:00,853.0,1,68.69
2009-08-08,89,68.5,78.75,6.0,70,73.0,0452,1903,RA BR,0.02,29.23,29.92,12.9,21,13.6,13.75,2009-08-08 19:03:00,2009-08-08 04:52:00,851.0,1,74.6
2009-08-09,91,77.0,84.0,11.0,71,74.0,0453,1902, ,0.18,29.259999999999998,29.94,11.6,23,12.9,19.0,2009-08-09 19:02:00,2009-08-09 04:53:00,849.0,0,65.07
2009-08-10,85,70.5,77.75,5.0,65,69.0,0454,1900, ,0.0,29.275,29.95,6.9,26,7.2,12.75,2009-08-10 19:00:00,2009-08-10 04:54:00,846.0,0,64.89
2009-08-11,82,63.5,72.75,-1.0,61,66.0,0455,1859, ,0.0,29.33,30.0,6.3,2,8.0,7.75,2009-08-11 18:59:00,2009-08-11 04:55:00,844.0,0,66.62
2009-08-12,83,61.5,72.25,-1.0,55,62.0,0456,1858, ,0.0,29.415,30.09,3.7,4,5.9,7.25,2009-08-12 18:58:00,2009-08-12 04:56:00,842.0,0,54.63
2009-08-13,86,61.5,73.75,0.0,55,63.0,0457,1856, ,0.0,29.41,30.1,1.5,14,3.8,8.75,2009-08-13 18:56:00,2009-08-13 04:57:00,839.0,0,51.94
2009-08-14,88,65.0,76.5,4.0,59,66.0,0458,1855, ,0.0,29.41,30.1,5.4,21,5.7,11.5,2009-08-14 18:55:00,2009-08-14 04:58:00,837.0,0,54.73
2009-08-15,89,68.5,78.75,6.0,61,67.0,0459,1854, ,0.0,29.35,30.04,8.7,19,8.9,13.75,2009-08-15 18:54:00,2009-08-15 04:59:00,835.0,0,54.56
2009-08-16,88,70.5,79.25,7.0,67,70.0,0500,1852,TSRA,0.63,29.305,29.99,9.5,20,10.2,14.25,2009-08-16 18:52:00,2009-08-16 05:00:00,832.0,1,66.2
2009-08-17,83,70.5,76.75,5.0,68,70.0,0501,1851,TSRA RA BR,0.33,29.310000000000002,30.0,4.6,22,5.8,11.75,2009-08-17 18:51:00,2009-08-17 05:01:00,830.0,1,74.42
2009-08-18,83,65.5,74.25,2.0,59,65.0,0502,1849, ,0.0,29.305,29.99,7.5,27,8.1,9.25,2009-08-18 18:49:00,2009-08-18 05:02:00,827.0,0,59.0
2009-08-19,83,61.5,72.25,0.0,60,65.0,0503,1848,RA,0.35,29.115,29.83,5.7,16,8.7,7.25,2009-08-19 18:48:00,2009-08-19 05:03:00,825.0,1,65.39
2009-08-20,78,64.0,71.0,0.0,61,65.0,0504,1846,RA,0.07,28.965,29.66,12.1,23,12.5,6.0,2009-08-20 18:46:00,2009-08-20 05:04:00,822.0,1,70.68
2009-08-21,73,59.0,66.0,-5.0,58,61.0,0505,1845,RA,0.16,29.1,29.75,7.7,27,10.7,1.0,2009-08-21 18:45:00,2009-08-21 05:05:00,820.0,1,75.4
