,id,pid,ms_subclass,lot_frontage,lot_area,lot_shape,utilities,lot_config,land_slope,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,heating_qc,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,mo_sold,sale_type,saleprice
556,52,528218150,bin_01,100.0,18494,3,4,Corner,3,Gilbert,1Story,6,5,2005,2005,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1324.0,5,5,1324,1324,0.0,2.0,0.0,3.0,1.0,4,6,8,0.0,0.0,Attchd,2005.0,3.0,430.0,3.0,3.0,2,36.0,23.0,0.0,0.0,1,WD ,199500
557,1380,905104080,bin_01,0.0,7162,3,4,Inside,3,Sawyer,1Story,5,7,1966,1966,BrkCmn,41.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,876.0,3,5,904,904,0.0,1.0,0.0,3.0,1.0,3,6,8,0.0,0.0,Attchd,1966.0,1.0,408.0,3.0,3.0,2,0.0,0.0,0.0,0.0,12,WD ,109900
558,919,909257050,bin_04,53.0,10918,4,4,Inside,3,Crawfor,2Story,7,9,1926,2004,None,0.0,4,3,BrkTil,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1276.0,5,5,1276,2080,0.0,1.0,1.0,3.0,1.0,4,9,8,2.0,4.0,Detchd,1926.0,1.0,282.0,3.0,3.0,2,0.0,0.0,0.0,145.0,6,WD ,234000
559,2804,907290230,bin_07,37.0,4435,4,4,Inside,3,CollgCr,1Story,6,5,2004,2004,BrkFace,169.0,4,3,PConc,4.0,3.0,2.0,6.0,662.0,1.0,0.0,186.0,5,5,848,848,1.0,1.0,0.0,1.0,1.0,4,3,8,1.0,4.0,Attchd,2004.0,2.0,420.0,3.0,3.0,2,140.0,0.0,0.0,0.0,5,WD ,155900
560,782,905229040,bin_06,0.0,11250,4,4,Inside,3,ClearCr,1.5Fin,4,5,1957,1989,None,0.0,3,3,CBlock,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1104.0,5,4,1104,1788,1.0,1.0,0.0,5.0,1.0,3,8,6,2.0,3.0,Attchd,1957.0,1.0,304.0,3.0,3.0,2,120.0,0.0,0.0,0.0,11,WD ,161500
561,956,916176030,bin_01,0.0,14375,3,2,CulDSac,3,Timber,SLvl,6,6,1958,1958,BrkFace,541.0,3,3,CBlock,3.0,3.0,1.0,6.0,111.0,3.0,354.0,354.0,4,4,1344,1344,0.0,1.0,0.0,3.0,1.0,4,7,8,1.0,4.0,Basment,1958.0,2.0,525.0,3.0,3.0,2,0.0,118.0,0.0,233.0,1,COD,137500
562,187,902401060,bin_08,100.0,9045,4,4,Inside,3,OldTown,2Story,5,3,1910,1950,None,0.0,3,2,BrkTil,3.0,3.0,2.0,1.0,0.0,1.0,0.0,840.0,2,3,1128,2256,0.0,2.0,0.0,4.0,2.0,2,12,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.0,18.0,0.0,6,WD ,76500
563,2074,905352180,bin_03,97.0,10029,3,4,Corner,3,ClearCr,2Story,6,5,1988,1989,BrkFace,268.0,4,3,PConc,4.0,3.0,1.0,6.0,831.0,1.0,0.0,320.0,3,5,1164,2060,0.0,2.0,1.0,4.0,1.0,3,8,8,1.0,3.0,Attchd,1988.0,1.0,521.0,3.0,3.0,2,0.0,228.0,0.0,192.0,9,WD ,211000
564,1039,527427110,bin_07,34.0,4060,4,4,Inside,3,NAmes,1Story,6,5,1998,1999,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,266.0,1.0,0.0,1139.0,5,5,1337,1337,1.0,2.0,0.0,2.0,1.0,4,5,8,0.0,0.0,Attchd,1998.0,3.0,511.0,3.0,3.0,2,144.0,68.0,0.0,0.0,8,COD,181000
565,1210,534401130,bin_05,82.0,9020,4,4,Inside,3,NAmes,SLvl,6,7,1966,1966,BrkFace,183.0,3,3,CBlock,3.0,3.0,4.0,3.0,312.0,5.0,539.0,276.0,3,5,1165,1165,1.0,1.0,1.0,3.0,1.0,3,6,8,0.0,0.0,Attchd,1966.0,2.0,490.0,4.0,4.0,2,0.0,129.0,0.0,0.0,5,WD ,174900
566,2710,905103140,bin_05,96.0,11777,3,4,Inside,3,Sawyer,SLvl,5,6,1966,1966,BrkFace,97.0,3,3,CBlock,3.0,3.0,3.0,2.0,328.0,5.0,551.0,285.0,5,5,1320,1320,1.0,1.0,0.0,3.0,1.0,3,6,8,2.0,2.0,Attchd,1966.0,2.0,564.0,3.0,3.0,2,160.0,68.0,240.0,0.0,5,WD ,164500
567,44,528138060,bin_01,70.0,10171,3,4,Inside,3,NridgHt,1Story,7,5,2004,2004,BrkFace,168.0,4,3,PConc,4.0,3.0,1.0,6.0,2.0,1.0,0.0,1515.0,5,5,1535,1535,0.0,2.0,0.0,3.0,1.0,4,7,8,0.0,0.0,Attchd,2004.0,2.0,532.0,3.0,3.0,2,0.0,0.0,0.0,0.0,3,WD ,214000
568,1026,527354160,bin_03,80.0,10400,4,4,Inside,3,NWAmes,2Story,7,6,1980,1988,BrkFace,280.0,3,3,CBlock,4.0,3.0,2.0,1.0,0.0,1.0,0.0,738.0,3,5,1277,2044,0.0,2.0,1.0,3.0,1.0,3,7,7,1.0,3.0,Attchd,1980.0,1.0,489.0,3.0,3.0,2,28.0,73.0,0.0,0.0,3,WD ,185000
569,1343,903231080,bin_06,52.0,6240,4,4,Inside,3,BrkSide,1.5Fin,4,7,1929,1950,None,0.0,3,3,PConc,3.0,3.0,1.0,4.0,80.0,1.0,0.0,624.0,5,5,624,1136,0.0,1.0,0.0,2.0,1.0,3,6,8,0.0,0.0,Detchd,1990.0,1.0,336.0,3.0,3.0,2,0.0,365.0,80.0,0.0,8,WD ,123000
570,2248,914452090,bin_05,0.0,12150,3,4,CulDSac,3,Mitchel,SFoyer,6,6,1979,1979,None,0.0,3,3,CBlock,4.0,3.0,3.0,6.0,1001.0,1.0,0.0,0.0,3,5,1299,1299,1.0,2.0,0.0,2.0,1.0,4,5,8,1.0,1.0,BuiltIn,1979.0,2.0,486.0,3.0,3.0,2,84.0,0.0,222.0,0.0,1,WD ,183500
571,1849,533236040,bin_09,24.0,2645,4,4,Inside,3,Somerst,2Story,8,5,1999,2000,BrkFace,456.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,776.0,5,5,764,1441,0.0,2.0,1.0,2.0,1.0,4,5,8,0.0,0.0,Detchd,1999.0,1.0,492.0,3.0,3.0,2,206.0,0.0,0.0,0.0,11,WD ,174000
572,2076,905377020,bin_01,0.0,22692,3,4,Inside,3,Edwards,1Story,5,5,1953,1953,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,587.0,1.0,0.0,486.0,3,5,1630,1630,0.0,2.0,0.0,3.0,1.0,3,6,5,1.0,3.0,Detchd,1953.0,1.0,649.0,3.0,3.0,1,0.0,64.0,0.0,0.0,3,COD,130000
573,2641,902106040,bin_04,60.0,9600,4,4,Inside,3,OldTown,2Story,7,7,1925,1990,None,0.0,3,3,BrkTil,3.0,4.0,1.0,2.0,16.0,1.0,0.0,712.0,5,5,832,1641,0.0,1.0,1.0,3.0,1.0,5,6,8,1.0,4.0,Detchd,1925.0,1.0,546.0,2.0,3.0,2,0.0,0.0,234.0,0.0,8,WD ,178000
574,5,527105010,bin_03,74.0,13830,3,4,Inside,3,Gilbert,2Story,5,5,1997,1998,None,0.0,3,3,PConc,4.0,3.0,1.0,6.0,791.0,1.0,0.0,137.0,4,5,928,1629,0.0,2.0,1.0,3.0,1.0,3,6,8,1.0,3.0,Attchd,1997.0,3.0,482.0,3.0,3.0,2,212.0,34.0,0.0,0.0,3,WD ,189900
575,878,907290180,bin_07,0.0,4435,4,4,Inside,3,CollgCr,1Story,6,5,2003,2004,BrkFace,170.0,4,3,PConc,4.0,3.0,3.0,6.0,685.0,1.0,0.0,163.0,5,5,848,848,1.0,1.0,0.0,1.0,1.0,4,4,8,0.0,0.0,Attchd,2003.0,3.0,420.0,3.0,3.0,2,140.0,0.0,0.0,0.0,6,WD ,144000
576,1548,910202100,bin_02,0.0,5890,4,4,Corner,3,IDOTRR,1Story,6,8,1930,2007,None,0.0,4,4,BrkTil,3.0,3.0,3.0,5.0,538.0,1.0,0.0,278.0,5,5,816,816,0.0,1.0,0.0,2.0,1.0,3,5,8,0.0,0.0,Detchd,2002.0,1.0,432.0,3.0,3.0,2,0.0,0.0,96.0,0.0,6,WD ,120500
577,841,907135040,bin_01,112.0,10859,4,4,Corner,3,CollgCr,1Story,5,5,1994,1995,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1097.0,5,5,1097,1097,0.0,1.0,1.0,3.0,1.0,3,6,8,0.0,0.0,Attchd,1995.0,1.0,672.0,3.0,3.0,2,392.0,64.0,0.0,0.0,6,WD ,145000
578,1621,527126030,bin_07,41.0,5330,4,4,Inside,3,StoneBr,1Story,8,5,2000,2000,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,1196.0,1.0,0.0,298.0,5,5,1652,1652,1.0,2.0,0.0,2.0,1.0,5,6,8,0.0,0.0,Attchd,2000.0,2.0,499.0,3.0,3.0,2,96.0,48.0,0.0,0.0,8,WD ,251000
579,218,905101310,bin_06,72.0,10778,4,4,Inside,3,Sawyer,1Story,4,5,1968,1968,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1768.0,3,5,1768,1768,0.0,2.0,0.0,4.0,2.0,3,8,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,4,WD ,136500
580,1504,908204160,bin_06,74.0,6845,4,4,Inside,3,Edwards,1Story,4,5,1955,1955,BrkCmn,58.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1152,1152,0.0,2.0,0.0,2.0,2.0,3,6,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,WD ,82500
581,946,912251110,bin_02,109.0,21780,4,3,Inside,3,IDOTRR,1Story,2,4,1910,1950,None,0.0,2,2,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,810,810,0.0,1.0,0.0,1.0,1.0,3,4,7,0.0,0.0,Detchd,1975.0,1.0,280.0,3.0,3.0,0,119.0,24.0,0.0,0.0,3,ConLD,57625
582,455,528175050,bin_07,80.0,10307,3,4,Inside,3,NridgHt,1Story,7,5,2007,2008,Stone,176.0,4,3,PConc,4.0,3.0,1.0,6.0,876.0,1.0,0.0,474.0,5,5,1358,1358,1.0,2.0,0.0,2.0,1.0,4,6,8,1.0,4.0,Attchd,2008.0,2.0,484.0,3.0,3.0,2,192.0,26.0,0.0,0.0,5,WD ,212500
583,2906,923203090,bin_07,32.0,4500,4,4,FR2,3,Mitchel,1Story,6,5,1998,1998,BrkFace,116.0,3,3,PConc,5.0,3.0,1.0,6.0,897.0,1.0,0.0,319.0,5,5,1216,1216,1.0,2.0,0.0,2.0,1.0,3,5,8,0.0,0.0,Attchd,1998.0,1.0,402.0,3.0,3.0,2,0.0,125.0,0.0,0.0,5,WD ,164000
584,2878,910226060,bin_06,75.0,9060,4,4,Inside,3,IDOTRR,1.5Fin,6,5,1957,1957,BrkFace,327.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,967.0,4,5,967,1638,0.0,2.0,0.0,4.0,1.0,4,6,8,0.0,0.0,Detchd,1957.0,1.0,384.0,3.0,3.0,2,0.0,21.0,0.0,0.0,4,WD ,139000
585,1173,533217050,bin_09,24.0,2160,4,4,Inside,3,Somerst,2Story,7,5,1999,2000,BrkFace,212.0,4,3,PConc,4.0,3.0,1.0,4.0,510.0,1.0,0.0,90.0,5,5,624,1252,1.0,2.0,1.0,2.0,1.0,4,4,8,0.0,0.0,Detchd,1999.0,1.0,462.0,3.0,3.0,2,0.0,48.0,0.0,0.0,3,WD ,160000
586,985,923276260,bin_05,70.0,7669,4,4,Inside,3,Mitchel,SFoyer,5,6,1992,1993,None,0.0,3,3,PConc,4.0,3.0,3.0,6.0,718.0,2.0,110.0,0.0,3,5,883,883,1.0,1.0,0.0,2.0,1.0,3,5,8,1.0,2.0,Detchd,1998.0,1.0,698.0,3.0,3.0,2,100.0,32.0,0.0,0.0,6,WD ,149000
587,975,923225490,bin_01,62.0,9858,4,4,Inside,3,Mitchel,1Story,5,6,1968,1968,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,510.0,1.0,0.0,354.0,3,5,874,874,1.0,1.0,0.0,3.0,1.0,3,5,8,0.0,0.0,Attchd,1968.0,2.0,288.0,3.0,3.0,2,33.0,0.0,0.0,0.0,11,WD ,130000
588,202,903425110,bin_04,50.0,10300,3,4,Inside,3,OldTown,2Story,7,6,1921,1950,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,576.0,4,5,902,1710,0.0,2.0,0.0,3.0,1.0,3,9,8,0.0,0.0,Detchd,1990.0,1.0,480.0,3.0,3.0,2,12.0,11.0,64.0,0.0,4,WD ,140000
589,528,528480170,bin_01,65.0,8125,4,4,Corner,3,Somerst,1Story,8,5,2008,2009,BrkFace,288.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1836.0,5,5,1836,1836,0.0,2.0,0.0,3.0,1.0,4,8,8,1.0,4.0,Attchd,2009.0,3.0,517.0,3.0,3.0,2,0.0,175.0,0.0,0.0,10,New,264500
590,2579,535179050,bin_01,69.0,14850,3,4,Inside,3,NAmes,1Story,5,5,1957,1957,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,895.0,1.0,0.0,197.0,3,4,1092,1092,1.0,1.0,0.0,2.0,1.0,3,6,8,1.0,3.0,Attchd,1957.0,3.0,299.0,3.0,3.0,2,268.0,0.0,0.0,122.0,5,WD ,141000
591,1841,533208040,bin_07,35.0,4274,3,4,Inside,3,Somerst,1Story,7,5,2006,2007,0,0.0,4,3,PConc,4.0,3.0,1.0,6.0,1106.0,1.0,0.0,135.0,5,5,1241,1241,1.0,1.0,1.0,1.0,1.0,4,4,8,0.0,0.0,Attchd,2007.0,3.0,569.0,3.0,3.0,2,0.0,116.0,0.0,0.0,11,New,199900
592,591,534152120,bin_01,80.0,9650,4,4,Inside,3,NWAmes,1Story,6,5,1977,1977,BrkFace,360.0,3,3,CBlock,4.0,3.0,1.0,5.0,686.0,1.0,0.0,664.0,3,5,1334,1334,0.0,2.0,0.0,2.0,1.0,3,6,8,1.0,3.0,Attchd,1977.0,2.0,630.0,3.0,3.0,2,0.0,16.0,0.0,0.0,4,WD ,167900
593,1897,534425080,bin_01,0.0,14585,3,4,CulDSac,3,NAmes,1Story,6,6,1960,1987,BrkFace,85.0,3,3,CBlock,3.0,3.0,1.0,4.0,594.0,3.0,219.0,331.0,5,5,1429,1429,0.0,1.0,0.0,3.0,1.0,4,7,8,2.0,4.0,Attchd,1960.0,1.0,572.0,3.0,3.0,2,216.0,110.0,0.0,0.0,6,WD ,181900
594,70,528458110,bin_01,75.0,9000,4,4,Inside,3,Somerst,1Story,8,5,2008,2008,Stone,36.0,4,3,PConc,4.0,3.0,3.0,6.0,1078.0,1.0,0.0,488.0,5,5,1566,1566,1.0,2.0,0.0,3.0,1.0,4,7,8,0.0,0.0,Attchd,2008.0,2.0,750.0,3.0,3.0,2,144.0,168.0,0.0,0.0,4,WD ,262500
595,590,534151120,bin_03,0.0,13774,3,4,Inside,3,NWAmes,2Story,7,7,1977,1992,BrkFace,283.0,3,4,PConc,4.0,3.0,1.0,6.0,432.0,1.0,0.0,476.0,5,5,1316,2288,0.0,1.0,2.0,4.0,1.0,4,8,8,2.0,3.0,Attchd,1977.0,2.0,520.0,3.0,3.0,2,321.0,72.0,0.0,156.0,11,WD ,230000
596,1172,533215080,bin_07,50.0,5119,3,4,CulDSac,3,Somerst,1Story,9,5,1999,2000,BrkFace,60.0,4,3,PConc,5.0,3.0,3.0,6.0,1238.0,1.0,0.0,460.0,5,5,1709,1709,1.0,2.0,0.0,2.0,1.0,4,5,8,1.0,3.0,Attchd,1999.0,3.0,506.0,3.0,3.0,2,97.0,65.0,0.0,0.0,1,CWD,328900
597,1714,528172070,bin_01,71.0,9254,3,4,Inside,3,NridgHt,1Story,8,5,2005,2005,BrkFace,210.0,4,3,PConc,4.0,3.0,1.0,6.0,119.0,1.0,0.0,1602.0,5,5,1721,1721,1.0,2.0,0.0,3.0,1.0,4,7,8,0.0,0.0,Attchd,2005.0,2.0,554.0,3.0,3.0,2,168.0,27.0,0.0,0.0,1,WD ,232698
598,829,906380220,bin_01,95.0,10324,3,4,Corner,3,CollgCr,1Story,8,5,2008,2008,BrkFace,140.0,4,3,PConc,4.0,3.0,3.0,6.0,872.0,1.0,0.0,382.0,5,5,1254,1254,1.0,2.0,0.0,2.0,1.0,4,5,8,0.0,0.0,Attchd,2008.0,2.0,810.0,3.0,3.0,2,168.0,92.0,0.0,0.0,3,WD ,221800
599,1397,905227050,bin_06,63.0,8375,4,4,Corner,3,Sawyer,1.5Fin,5,7,1941,1973,None,0.0,3,3,BrkTil,3.0,3.0,1.0,5.0,336.0,1.0,0.0,240.0,4,5,864,1350,1.0,1.0,1.0,2.0,1.0,4,6,7,0.0,0.0,2Types,1973.0,1.0,627.0,3.0,3.0,0,0.0,0.0,0.0,0.0,6,WD ,152400
600,877,907290090,bin_01,75.0,9750,4,4,Inside,3,CollgCr,1Story,7,5,2000,2001,BrkFace,171.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1630.0,5,5,1630,1630,0.0,2.0,0.0,3.0,1.0,4,6,8,1.0,3.0,Attchd,2000.0,1.0,451.0,3.0,3.0,2,74.0,234.0,0.0,0.0,10,WD ,213000
601,2477,531376050,bin_03,74.0,7632,3,4,Inside,3,SawyerW,2Story,7,5,2005,2005,BrkFace,96.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,784.0,5,5,831,1585,0.0,2.0,1.0,3.0,1.0,4,7,8,0.0,0.0,Attchd,2005.0,2.0,449.0,3.0,3.0,2,100.0,77.0,0.0,0.0,3,WD ,184900
602,2871,909428110,bin_08,90.0,15750,4,4,Corner,3,Crawfor,1Story,5,5,1953,1953,BrkFace,56.0,3,3,CBlock,3.0,3.0,2.0,4.0,841.0,1.0,0.0,324.0,3,5,1336,1336,1.0,1.0,0.0,2.0,1.0,3,5,8,2.0,4.0,Attchd,1953.0,1.0,375.0,3.0,3.0,2,0.0,0.0,0.0,0.0,6,WD ,157000
603,2489,532353030,bin_01,0.0,9240,3,4,Inside,3,Sawyer,1Story,5,6,1962,2002,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,612.0,1.0,0.0,252.0,4,5,1211,1211,0.0,1.0,0.0,2.0,1.0,3,6,7,1.0,3.0,Detchd,1972.0,1.0,576.0,3.0,3.0,2,161.0,0.0,0.0,0.0,3,WD ,144000
604,1655,527354050,bin_01,80.0,10400,4,4,Inside,3,NWAmes,1Story,6,5,1979,1999,BrkFace,253.0,3,3,CBlock,4.0,3.0,1.0,6.0,903.0,1.0,0.0,356.0,5,5,1353,1353,1.0,2.0,0.0,2.0,1.0,3,5,8,1.0,3.0,Attchd,1979.0,2.0,478.0,3.0,3.0,2,240.0,141.0,0.0,0.0,8,WD ,192350
605,1891,534401120,bin_01,80.0,8800,4,4,Inside,3,NAmes,1Story,7,6,1966,1966,BrkFace,202.0,3,3,CBlock,3.0,3.0,1.0,4.0,654.0,1.0,0.0,520.0,5,5,1200,1200,0.0,2.0,0.0,3.0,1.0,3,6,8,1.0,3.0,Attchd,1966.0,2.0,440.0,3.0,3.0,2,0.0,0.0,0.0,0.0,10,CWD,163500
606,1419,906204150,bin_03,86.0,11839,4,4,Inside,3,SawyerW,2Story,7,5,1990,1990,BrkFace,99.0,3,3,PConc,4.0,3.0,1.0,6.0,1085.0,1.0,0.0,390.0,5,5,1532,2329,1.0,2.0,1.0,4.0,1.0,4,10,8,1.0,5.0,Attchd,1990.0,1.0,514.0,3.0,3.0,2,192.0,121.0,0.0,0.0,5,WD ,262280
607,1473,907405020,bin_01,70.0,9135,4,4,Inside,3,CollgCr,1Story,7,5,2002,2003,BrkFace,113.0,4,3,PConc,4.0,3.0,3.0,6.0,810.0,1.0,0.0,726.0,5,5,1536,1536,1.0,2.0,0.0,3.0,1.0,4,7,8,0.0,0.0,Attchd,2002.0,2.0,532.0,3.0,3.0,2,192.0,74.0,0.0,0.0,12,WD ,214000
608,2868,909425120,bin_01,90.0,14115,3,4,Inside,3,Crawfor,1Story,6,7,1956,2004,None,0.0,3,3,PConc,3.0,3.0,1.0,5.0,296.0,6.0,547.0,230.0,5,5,1811,1811,0.0,1.0,0.0,2.0,1.0,5,6,8,1.0,4.0,Attchd,1956.0,3.0,470.0,3.0,3.0,2,0.0,0.0,280.0,0.0,7,WD ,230000
609,1695,528108160,bin_03,109.0,14154,4,4,Corner,3,NridgHt,2Story,7,5,2006,2006,BrkFace,350.0,4,3,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1063.0,5,5,1071,2172,0.0,2.0,1.0,3.0,1.0,4,9,8,1.0,4.0,Attchd,2006.0,2.0,947.0,3.0,3.0,2,192.0,62.0,0.0,0.0,8,New,280000
610,2244,911128010,bin_01,65.0,6565,4,4,Corner,3,IDOTRR,1Story,4,6,1957,1980,None,0.0,3,3,CBlock,3.0,3.0,1.0,6.0,967.0,1.0,0.0,106.0,4,4,1073,1073,1.0,1.0,0.0,3.0,1.0,3,6,8,0.0,0.0,Detchd,1985.0,1.0,720.0,3.0,3.0,2,0.0,444.0,0.0,0.0,8,WD ,140000
611,169,535477020,bin_03,70.0,7700,4,4,Inside,3,NAmes,2Story,6,5,1966,1966,BrkFace,351.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,756.0,3,5,1051,1839,0.0,1.0,1.0,4.0,1.0,3,7,8,1.0,3.0,Attchd,1966.0,1.0,442.0,3.0,3.0,2,0.0,124.0,216.0,0.0,6,WD ,155000
612,2670,902456015,bin_06,63.0,4761,4,4,Corner,3,IDOTRR,1.5Unf,3,3,1918,1950,None,0.0,2,2,BrkTil,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1020.0,2,2,1020,1020,0.0,1.0,0.0,2.0,1.0,2,5,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,105.0,0.0,10,ConLD,64500
613,247,906204230,bin_03,87.0,12361,3,4,CulDSac,3,SawyerW,2Story,6,7,1993,1993,BrkFace,85.0,4,4,PConc,4.0,3.0,1.0,6.0,860.0,1.0,0.0,86.0,5,5,964,1802,0.0,2.0,1.0,3.0,1.0,4,8,8,1.0,4.0,2Types,2000.0,2.0,1017.0,3.0,3.0,2,450.0,92.0,0.0,0.0,5,WD ,218000
614,2137,907200250,bin_05,72.0,9720,4,4,Inside,3,CollgCr,SLvl,5,7,1977,1977,BrkFace,51.0,3,3,CBlock,3.0,5.0,3.0,5.0,755.0,1.0,0.0,240.0,3,5,1009,1009,0.0,2.0,0.0,3.0,1.0,3,6,8,1.0,2.0,Detchd,1977.0,1.0,576.0,3.0,3.0,2,0.0,0.0,0.0,0.0,6,WD ,160000
615,1794,528456190,bin_01,72.0,8640,4,4,Inside,3,Somerst,1Story,8,5,2007,2007,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,24.0,1.0,0.0,1314.0,5,5,1338,1338,0.0,2.0,0.0,3.0,1.0,4,6,8,0.0,0.0,Attchd,2007.0,2.0,598.0,3.0,3.0,2,0.0,141.0,0.0,0.0,11,New,208900
616,1498,908154080,bin_01,123.0,47007,3,4,Inside,3,Edwards,1Story,5,7,1959,1996,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,3820,3820,0.0,3.0,1.0,5.0,1.0,5,11,8,2.0,4.0,Attchd,1959.0,1.0,624.0,3.0,3.0,2,0.0,372.0,0.0,0.0,7,WD ,284700
617,1164,533212140,bin_09,30.0,3180,4,4,Inside,3,Somerst,2Story,7,5,2007,2007,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,689.0,5,5,703,1392,0.0,2.0,0.0,2.0,1.0,4,5,8,0.0,0.0,Detchd,2007.0,1.0,540.0,3.0,3.0,2,0.0,102.0,0.0,0.0,3,WD ,146000
618,1179,533250050,bin_07,38.0,14963,2,4,Inside,3,Veenker,1Story,8,5,1996,1996,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,786.0,1.0,0.0,474.0,5,5,1288,1288,1.0,1.0,1.0,1.0,1.0,5,4,8,2.0,4.0,Attchd,1996.0,3.0,500.0,3.0,3.0,2,120.0,30.0,0.0,224.0,12,WD ,245500
619,1340,903228090,bin_10,50.0,5000,4,4,Inside,2,BrkSide,1.5Unf,6,7,1926,1950,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,992.0,5,5,1013,1013,0.0,1.0,0.0,3.0,1.0,3,6,8,0.0,0.0,Detchd,1926.0,1.0,160.0,2.0,3.0,2,0.0,0.0,101.0,0.0,4,WD ,113000
620,436,528116010,bin_01,129.0,16870,3,4,FR3,3,NridgHt,1Story,8,5,2004,2005,BrkFace,238.0,4,3,PConc,5.0,3.0,4.0,6.0,1531.0,1.0,0.0,251.0,5,5,1782,1782,1.0,2.0,0.0,3.0,1.0,4,7,8,2.0,4.0,Attchd,2004.0,3.0,932.0,3.0,3.0,2,99.0,82.0,0.0,0.0,4,WD ,296000
621,1636,527210060,bin_01,86.0,14157,3,4,Corner,3,StoneBr,1Story,9,5,2005,2006,Stone,200.0,4,3,PConc,5.0,3.0,4.0,6.0,1249.0,1.0,0.0,673.0,5,5,1922,1922,1.0,2.0,0.0,3.0,1.0,4,8,8,1.0,4.0,Attchd,2005.0,3.0,676.0,3.0,3.0,2,178.0,51.0,0.0,0.0,7,WD ,377426
622,421,528102040,bin_01,96.0,12456,4,4,FR2,3,NridgHt,1Story,10,5,2006,2007,Stone,230.0,5,3,PConc,5.0,3.0,4.0,6.0,1172.0,1.0,0.0,528.0,5,5,1718,1718,1.0,2.0,0.0,3.0,1.0,5,7,8,1.0,4.0,Attchd,2008.0,3.0,786.0,3.0,3.0,2,216.0,48.0,0.0,0.0,7,WD ,337500
623,457,528176030,bin_01,100.0,14836,3,4,Inside,2,NridgHt,1Story,10,5,2004,2005,Stone,730.0,5,3,PConc,5.0,3.0,4.0,6.0,2146.0,1.0,0.0,346.0,5,5,2492,2492,1.0,2.0,1.0,2.0,1.0,5,8,8,1.0,5.0,Attchd,2004.0,3.0,949.0,3.0,3.0,2,226.0,235.0,0.0,0.0,2,WD ,552000
624,2834,908225180,bin_06,56.0,6956,4,4,Inside,3,Edwards,1.5Fin,4,7,1948,1950,None,0.0,3,4,CBlock,2.0,3.0,2.0,1.0,0.0,1.0,0.0,624.0,5,5,624,936,0.0,1.0,0.0,3.0,1.0,3,5,8,0.0,0.0,Attchd,1948.0,1.0,265.0,3.0,1.0,2,0.0,0.0,0.0,0.0,4,WD ,97900
