Trap,Latitude,Longitude,Tavg,Depart,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Heat/Cool,SunHours,isRainy,Humidity,Year,Month,Week,DewPoint_Roll22Lag1,WetBulb_Roll16Lag7,AvgSpeed_Roll22Lag5,Humidity_Roll16Lag1,isRainy_Roll6Lag21,PrecipTotal_Roll1Lag5,ResultSpeed_Roll23Lag5,Heat/Cool_Roll12Lag12,Tavg_Roll12Lag12,Precip_X_DewPointRL,Precip_X_WetBulbRL,Precip_X_TavgRL,Precip_X_ResultDir,Precip_X_Latitude,Precip_X_Longitude,Species_1.0,Species_2.0,Species_3.0
T225,41.743402,-87.731435,62.0,-3.0,52,56.0,533,1758,0.0,29.48,30.18,3.4,5,4.2,-3.0,745.0,0,69.73,2009,9,38,55.95454545454545,59.5625,6.590909090909093,66.35999999999991,0.3333333333333333,0.0,5.682608695652176,-1.0,64.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T158,41.682587,-87.707973,71.25,7.0,55,61.0,530,1805,0.0,29.37,30.07,0.1,33,2.1,6.25,755.0,0,56.51,2009,9,38,56.04545454545455,59.0,7.259090909090909,66.71687499999992,0.5,0.0,6.139130434782611,-1.2083333333333333,63.791666666666664,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T002,41.95469,-87.800991,75.0,10.0,59,65.0,528,1809,0.0,29.21,29.91,10.5,23,10.9,10.0,761.0,0,57.53,2011,9,37,58.5,65.0,7.5181818181818185,64.9231249999999,0.3333333333333333,0.0,5.765217391304348,7.375,72.375,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T135,41.662014,-87.72460799999998,79.5,11.0,63,69.0,521,1821,0.0,29.275,29.96,6.4,19,6.5,14.5,780.0,1,57.12,2007,9,36,61.86363636363637,67.125,7.05,67.07062500000002,0.5,0.0,5.000000000000002,8.229166666666666,73.22916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T033,41.906638,-87.701431,74.5,4.0,67,69.0,509,1840,0.24,29.135,29.82,5.8,25,7.1,9.5,811.0,1,77.49,2007,8,34,65.5,69.6875,6.227272727272728,72.76250000000002,0.0,1.33,4.556521739130438,14.145833333333334,79.14583333333333,15.719999999999999,16.724999999999998,18.994999999999997,6.0,10.05759312,-21.04834344,0,0,1
T151,41.916265,-87.800515,75.75,4.0,67,70.0,459,1854,0.23,29.200000000000006,29.89,3.4,7,5.8,10.75,835.0,1,74.32,2007,8,33,64.27272727272727,68.6875,6.459090909090909,64.46,0.0,5.551115123125783e-17,4.721739130434784,11.770833333333334,76.77083333333333,14.782727272727271,15.798125,17.657291666666666,1.61,9.640740950000001,-20.19411845,1,0,0
T012,41.991429,-87.747113,74.5,4.0,67,69.0,509,1840,0.24,29.135,29.82,5.8,25,7.1,9.5,811.0,1,77.49,2007,8,34,65.5,69.6875,6.227272727272728,72.76250000000002,0.0,1.33,4.556521739130438,14.145833333333334,79.14583333333333,15.719999999999999,16.724999999999998,18.994999999999997,6.0,10.07794296,-21.05930712,0,1,0
T031,41.801498,-87.763416,70.5,-4.0,54,61.0,444,1913,0.0,29.26,29.94,6.2,26,7.3,5.5,869.0,0,55.89,2009,7,31,56.18181818181818,61.5,7.227272727272728,61.31875,0.6666666666666666,0.0,5.817391304347831,4.458333333333333,69.45833333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T065,41.778297,-87.752411,63.75,-10.0,51,56.0,431,1925,0.0,29.18,29.87,10.6,30,10.8,-1.25,894.0,0,63.19,2009,7,29,56.27272727272727,62.79166666666667,6.818181818181818,61.33250000000003,0.3333333333333333,0.0,5.452173913043483,7.104166666666667,72.10416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T031,41.801498,-87.763416,72.25,-2.0,59,64.0,437,1919,0.14,29.11,29.83,8.9,23,9.8,7.25,882.0,1,63.1,2009,7,30,55.54545454545455,61.4375,7.75909090909091,61.42125000000001,0.16666666666666666,0.0,6.486956521739135,4.0625,69.0625,7.776363636363637,8.60125,9.668750000000001,3.22,5.852209720000001,-12.286878240000002,0,0,0
T094,41.720848,-87.666014,75.5,5.0,65,68.0,416,1930,0.79,29.365,30.04,7.4,19,9.5,10.5,914.0,1,69.92,2013,6,25,54.63636363636363,58.8125,8.522727272727264,63.10437499999983,0.8333333333333334,0.0,6.991304347826085,-0.6875,64.3125,43.162727272727274,46.461875,50.806875000000005,15.010000000000002,32.95946992,-69.25615106000001,0,0,1
T002,41.95469,-87.800991,75.75,6.0,67,69.0,416,1930,3.97,29.0,29.7,7.2,18,11.6,10.75,914.0,1,74.32,2009,6,25,49.59090909090909,53.5,7.813636363636362,64.98312500000003,0.5,0.0,5.773913043478261,-4.6875,60.3125,196.87590909090912,212.395,239.440625,71.46000000000001,166.5601193,-348.56993427,0,0,1
T079,41.766202,-87.562889,51.5,-8.0,41,47.0,547,1735,0.09,29.345,30.01,14.6,34,15.0,-13.5,708.0,1,67.25,2011,9,39,51.13636363636363,55.875,8.304545454545456,72.91187499999991,0.3333333333333333,0.07999999999999796,6.999999999999999,-2.4166666666666665,62.583333333333336,4.602272727272727,5.02875,5.6325,3.06,3.75895818,-7.88066001,0,0,1
T062,41.800737,-87.71188000000002,79.75,18.0,63,68.0,541,1746,0.0,29.305,29.99,11.4,19,11.9,14.75,725.0,0,56.66,2007,9,39,53.18181818181818,58.9375,8.69090909090909,56.35500000000005,0.0,0.0,7.113043478260869,6.333333333333333,71.33333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T223,41.973845,-87.805059,77.5,6.0,67,70.0,418,1931,0.92,29.045,29.73,7.2,29,7.2,12.5,913.0,0,70.13,2013,6,26,57.90909090909091,59.875,7.990909090909084,67.02062499999984,0.6666666666666666,0.039999999999997815,6.499999999999999,0.9375,65.9375,53.276363636363634,55.085,60.6625,26.68,38.6159374,-80.78065428000001,1,0,0
T065,41.778297,-87.752411,74.5,4.0,67,69.0,509,1840,0.24,29.135,29.82,5.8,25,7.1,9.5,811.0,1,77.49,2007,8,34,65.5,69.6875,6.227272727272728,72.76250000000002,0.0,1.33,4.556521739130438,14.145833333333334,79.14583333333333,15.719999999999999,16.724999999999998,18.994999999999997,6.0,10.02679128,-21.06057864,0,0,1
T215,41.686398,-87.531635,81.25,8.0,66,71.0,446,1910,0.0,29.285,29.97,5.5,26,5.9,16.25,864.0,0,59.91,2007,8,31,58.45454545454545,63.125,8.327272727272726,62.14000000000001,0.3333333333333333,0.0,6.208695652173914,7.104166666666667,72.10416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T159,41.732984,-87.649642,81.75,9.0,73,76.0,451,1904,1.31,29.085,29.76,6.2,25,9.0,16.75,853.0,1,74.87,2007,8,32,61.22727272727273,65.3125,7.1,60.756875,0.3333333333333333,0.0,5.46521739130435,7.729166666666667,72.72916666666667,80.20772727272727,85.559375,95.27520833333334,32.75,54.67020904,-114.82103102,0,0,1
T061,41.801179,-87.679447,51.5,-8.0,41,47.0,547,1735,0.09,29.345,30.01,14.6,34,15.0,-13.5,708.0,1,67.25,2011,9,39,51.13636363636363,55.875,8.304545454545456,72.91187499999991,0.3333333333333333,0.07999999999999796,6.999999999999999,-2.4166666666666665,62.583333333333336,4.602272727272727,5.02875,5.6325,3.06,3.7621061099999995,-7.891150229999999,0,0,1
T061,41.801179,-87.679447,55.0,-6.0,44,49.0,540,1748,0.0,29.355,30.06,5.9,36,7.0,-10.0,728.0,0,66.38,2011,9,38,53.13636363636363,59.25,8.18636363636364,67.1356249999999,0.3333333333333333,0.429999999999998,6.895652173913043,5.229166666666667,70.22916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T135,41.662014,-87.72460799999998,75.5,5.0,65,68.0,416,1930,0.79,29.365,30.04,7.4,19,9.5,10.5,914.0,1,69.92,2013,6,25,54.63636363636363,58.8125,8.522727272727264,63.10437499999983,0.8333333333333334,0.0,6.991304347826085,-0.6875,64.3125,43.162727272727274,46.461875,50.806875000000005,15.010000000000002,32.91299106,-69.30244031999999,1,0,0
T002,41.95469,-87.800991,77.5,6.0,67,70.0,418,1931,0.92,29.045,29.73,7.2,29,7.2,12.5,913.0,0,70.13,2013,6,26,57.90909090909091,59.875,7.990909090909084,67.02062499999984,0.6666666666666666,0.039999999999997815,6.499999999999999,0.9375,65.9375,53.276363636363634,55.085,60.6625,26.68,38.598314800000004,-80.77691172,1,0,0
T143,41.999129,-87.795585,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T102,41.750498,-87.605294,56.5,-8.0,42,49.0,528,1809,0.0,29.43,30.12,1.8,3,5.6,-8.5,761.0,0,58.23,2007,9,37,60.95454545454545,66.25,7.55,63.21187500000002,0.6666666666666666,0.18999999999999984,5.630434782608697,8.770833333333334,73.77083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T018,42.010412,-87.66214000000002,60.0,-7.0,56,57.0,416,1926,0.52,29.235,29.94,6.4,3,8.0,-5.0,910.0,1,86.62,2011,6,23,55.77272727272727,57.9375,10.545454545454545,67.5493749999999,0.3333333333333333,0.0,9.717391304347828,-5.604166666666667,59.395833333333336,29.001818181818184,30.1275,30.885833333333334,1.56,21.84541424,-45.58431280000001,0,0,0
T046,41.891118,-87.65449100000002,78.75,5.0,60,66.0,429,1926,0.0,29.3,29.98,5.4,9,6.7,13.75,897.0,0,52.66,2011,7,28,59.0,64.25,8.304545454545453,56.63624999999992,0.6666666666666666,0.0,6.843478260869567,7.666666666666667,72.66666666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T221,41.659112,-87.53869300000002,71.0,-2.0,57,62.0,445,1911,0.0,29.26,29.95,7.6,30,7.8,6.0,866.0,0,61.27,2013,8,31,61.54545454545455,68.5625,7.65454545454545,66.86312499999985,0.16666666666666666,0.0,6.382608695652175,14.479166666666666,79.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T065,41.778297,-87.752411,64.0,-7.0,56,59.0,417,1931,0.0,29.105,29.76,9.4,29,9.6,-1.0,914.0,0,75.22,2011,6,25,58.22727272727273,61.125,9.049999999999997,71.69312499999992,0.5,0.0,7.4652173913043525,4.625,69.625,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T155,41.776156,-87.778927,72.25,-2.0,59,64.0,437,1919,0.14,29.11,29.83,8.9,23,9.8,7.25,882.0,1,63.1,2009,7,30,55.54545454545455,61.4375,7.75909090909091,61.42125000000001,0.16666666666666666,0.0,6.486956521739135,4.0625,69.0625,7.776363636363637,8.60125,9.668750000000001,3.22,5.848661840000001,-12.289049780000001,0,1,0
T016,42.011601,-87.81150600000002,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T081,41.821582,-87.62779599999998,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T160,41.903002,-87.68826700000002,61.75,-6.0,49,55.0,416,1927,0.0,29.27,29.95,4.4,7,5.8,-3.25,911.0,1,62.94,2009,6,24,48.18181818181818,53.5,8.81363636363636,64.78062500000006,0.0,0.039999999999998495,6.817391304347827,-0.625,64.375,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T224,41.94722700000001,-87.67145699999998,75.5,2.0,62,67.0,419,1931,0.0,29.31,30.0,8.2,17,9.4,10.5,912.0,0,62.94,2011,6,26,57.36363636363637,61.75,8.931818181818178,68.44687499999992,0.5,0.0,7.443478260869569,2.6041666666666665,67.60416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T154,41.918705,-87.752329,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T159,41.732984,-87.649642,65.75,-2.0,54,59.0,519,1824,0.0,29.450000000000006,30.16,4.7,5,6.0,0.75,785.0,0,65.81,2009,9,36,56.68181818181818,63.6875,8.504545454545452,69.45812499999995,0.16666666666666666,0.01999999999999863,7.126086956521742,8.020833333333334,73.02083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T066,41.77166,-87.703047,65.5,-7.0,53,58.0,459,1854,0.0,29.435,30.13,4.2,24,4.9,0.5,835.0,0,64.0,2013,8,33,57.81818181818182,62.25,7.604545454545448,67.25187499999981,0.16666666666666666,0.0,6.11304347826087,2.9791666666666665,67.97916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T128,41.704572,-87.56566600000002,64.0,-7.0,56,59.0,417,1931,0.0,29.105,29.76,9.4,29,9.6,-1.0,914.0,0,75.22,2011,6,25,58.22727272727273,61.125,9.049999999999997,71.69312499999992,0.5,0.0,7.4652173913043525,4.625,69.625,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T160,41.903002,-87.68826700000002,79.25,5.0,67,71.0,442,1915,0.7,29.31,29.98,4.3,4,5.9,14.25,873.0,0,66.2,2011,7,30,65.13636363636364,69.875,7.336363636363635,63.659999999999926,0.16666666666666666,0.17999999999999794,5.413043478260872,12.354166666666666,77.35416666666667,45.595454545454544,48.912499999999994,54.14791666666667,2.8,29.3321014,-61.381786900000016,0,1,0
T209,41.740641,-87.546587,84.5,10.0,70,75.0,433,1923,0.58,29.135,29.83,13.3,25,14.0,19.5,890.0,1,61.88,2013,7,29,62.95454545454545,65.3125,8.245454545454542,67.36437499999985,0.6666666666666666,0.0,7.052173913043476,6.791666666666667,71.79166666666667,36.51363636363636,37.881249999999994,41.63916666666667,14.499999999999998,24.209571779999997,-50.777020459999996,0,0,1
T048,41.867108,-87.654224,56.5,-8.0,42,49.0,528,1809,0.0,29.43,30.12,1.8,3,5.6,-8.5,761.0,0,58.23,2007,9,37,60.95454545454545,66.25,7.55,63.21187500000002,0.6666666666666666,0.18999999999999984,5.630434782608697,8.770833333333334,73.77083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T095,41.704336,-87.70373599999998,79.75,18.0,63,68.0,541,1746,0.0,29.305,29.99,11.4,19,11.9,14.75,725.0,0,56.66,2007,9,39,53.18181818181818,58.9375,8.69090909090909,56.35500000000005,0.0,0.0,7.113043478260869,6.333333333333333,71.33333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T079,41.766202,-87.562889,67.75,10.0,56,61.0,552,1729,0.0,29.365,30.04,3.9,17,4.6,2.75,697.0,0,66.04,2007,10,40,50.45454545454545,57.3125,9.036363636363637,59.03812500000002,0.16666666666666666,0.0,7.286956521739133,-0.2708333333333333,64.72916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T155,41.776156,-87.778927,79.5,11.0,63,69.0,521,1821,0.0,29.275,29.96,6.4,19,6.5,14.5,780.0,1,57.12,2007,9,36,61.86363636363637,67.125,7.05,67.07062500000002,0.5,0.0,5.000000000000002,8.229166666666666,73.22916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T231,41.98728,-87.666066,72.75,5.0,58,64.0,522,1819,0.0,29.41,30.11,4.7,20,6.0,7.75,777.0,0,59.86,2013,9,36,61.22727272727273,66.9375,7.109090909090903,65.50874999999985,0.3333333333333333,0.13999999999999768,5.630434782608694,7.1875,72.1875,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T080,41.754676,-87.612922,76.25,3.0,68,71.0,449,1907,0.0,29.235,29.93,4.0,5,5.5,11.25,858.0,1,75.66,2011,8,31,67.72727272727273,71.9375,7.5,66.77749999999993,0.16666666666666666,0.0,5.330434782608697,15.75,80.75,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T160,41.903002,-87.68826700000002,75.5,2.0,62,67.0,419,1931,0.0,29.31,30.0,8.2,17,9.4,10.5,912.0,0,62.94,2011,6,26,57.36363636363637,61.75,8.931818181818178,68.44687499999992,0.5,0.0,7.443478260869569,2.6041666666666665,67.60416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T037,41.921177,-87.79518,75.75,4.0,67,70.0,459,1854,0.23,29.200000000000006,29.89,3.4,7,5.8,10.75,835.0,1,74.32,2007,8,33,64.27272727272727,68.6875,6.459090909090909,64.46,0.0,5.551115123125783e-17,4.721739130434784,11.770833333333334,76.77083333333333,14.782727272727271,15.798125,17.657291666666666,1.61,9.641870710000001,-20.1928914,0,0,1
T091,41.862292,-87.64886,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T012,41.991429,-87.747113,67.75,10.0,56,61.0,552,1729,0.0,29.365,30.04,3.9,17,4.6,2.75,697.0,0,66.04,2007,10,40,50.45454545454545,57.3125,9.036363636363637,59.03812500000002,0.16666666666666666,0.0,7.286956521739133,-0.2708333333333333,64.72916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T035,41.836644,-87.677737,56.5,-8.0,42,49.0,528,1809,0.0,29.43,30.12,1.8,3,5.6,-8.5,761.0,0,58.23,2007,9,37,60.95454545454545,66.25,7.55,63.21187500000002,0.6666666666666666,0.18999999999999984,5.630434782608697,8.770833333333334,73.77083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T008,42.008314,-87.77792099999998,84.5,10.0,70,75.0,433,1923,0.58,29.135,29.83,13.3,25,14.0,19.5,890.0,1,61.88,2013,7,29,62.95454545454545,65.3125,8.245454545454542,67.36437499999985,0.6666666666666666,0.0,7.052173913043476,6.791666666666667,71.79166666666667,36.51363636363636,37.881249999999994,41.63916666666667,14.499999999999998,24.364822119999996,-50.91119417999998,0,0,1
T115,41.673408,-87.599862,73.75,1.0,54,62.0,423,1930,0.0,29.17,29.86,7.5,31,7.8,8.75,907.0,0,50.08,2009,7,28,59.13636363636363,66.41666666666667,7.799999999999997,62.31875000000001,0.6666666666666666,0.0,6.339130434782611,7.9375,72.9375,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,0
T129,41.891126,-87.61156,67.75,10.0,56,61.0,552,1729,0.0,29.365,30.04,3.9,17,4.6,2.75,697.0,0,66.04,2007,10,40,50.45454545454545,57.3125,9.036363636363637,59.03812500000002,0.16666666666666666,0.0,7.286956521739133,-0.2708333333333333,64.72916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T209,41.740641,-87.546587,65.75,-2.0,54,59.0,519,1824,0.0,29.450000000000006,30.16,4.7,5,6.0,0.75,785.0,0,65.81,2009,9,36,56.68181818181818,63.6875,8.504545454545452,69.45812499999995,0.16666666666666666,0.01999999999999863,7.126086956521742,8.020833333333334,73.02083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T054,41.921965,-87.632085,79.25,7.0,71,74.0,426,1928,0.39,29.15,29.82,5.5,25,8.5,14.25,902.0,0,75.93,2011,7,28,59.81818181818182,65.1875,8.48181818181818,55.07124999999992,0.5,0.0,7.000000000000003,6.125,71.125,23.32909090909091,25.423125000000002,27.73875,9.75,16.34956635,-34.176513150000005,0,0,1
T097,41.644612,-87.60449799999998,81.75,9.0,73,76.0,451,1904,1.31,29.085,29.76,6.2,25,9.0,16.75,853.0,1,74.87,2007,8,32,61.22727272727273,65.3125,7.1,60.756875,0.3333333333333333,0.0,5.46521739130435,7.729166666666667,72.72916666666667,80.20772727272727,85.559375,95.27520833333334,32.75,54.55444172000001,-114.76189237999998,0,0,1
T003,41.964242,-87.757639,77.5,6.0,67,70.0,418,1931,0.92,29.045,29.73,7.2,29,7.2,12.5,913.0,0,70.13,2013,6,26,57.90909090909091,59.875,7.990909090909084,67.02062499999984,0.6666666666666666,0.039999999999997815,6.499999999999999,0.9375,65.9375,53.276363636363634,55.085,60.6625,26.68,38.60710264,-80.73702788,1,0,0
T003,41.964242,-87.757639,74.5,4.0,67,69.0,509,1840,0.24,29.135,29.82,5.8,25,7.1,9.5,811.0,1,77.49,2007,8,34,65.5,69.6875,6.227272727272728,72.76250000000002,0.0,1.33,4.556521739130438,14.145833333333334,79.14583333333333,15.719999999999999,16.724999999999998,18.994999999999997,6.0,10.071418079999999,-21.061833359999998,0,0,1
T048,41.867108,-87.654224,62.25,-3.0,44,54.0,417,1923,0.0,29.205,29.91,5.8,26,6.7,-2.75,906.0,0,51.2,2009,6,23,44.90909090909091,53.1875,9.45,57.461250000000064,0.3333333333333333,0.0,7.430434782608697,-3.1666666666666665,61.833333333333336,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T227,41.728495,-87.60096300000002,74.5,0.0,61,66.0,440,1917,0.02,29.17,29.86,9.3,23,10.1,9.5,877.0,1,62.82,2009,7,31,55.86363636363637,60.9375,6.890909090909093,59.45375,0.5,0.0,5.66956521739131,5.520833333333333,70.52083333333333,1.1172727272727274,1.21875,1.4104166666666667,0.46,0.8345699000000001,-1.7520192600000004,1,0,0
T073,41.773215,-87.60088,73.5,0.0,64,67.0,425,1929,0.08,29.375,30.06,4.4,21,4.9,8.5,904.0,1,72.2,2009,7,28,59.59090909090909,66.29166666666667,7.313636363636363,61.91875000000002,0.5,0.04999999999999866,5.7086956521739145,12.458333333333334,77.45833333333333,4.7672727272727276,5.303333333333334,6.196666666666666,1.68,3.3418572,-7.0080704,0,1,0
T027,41.98480900000001,-87.728492,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T158,41.682587,-87.707973,71.25,-3.0,46,57.0,428,1927,0.0,29.385,30.07,4.8,7,5.8,6.25,899.0,0,40.47,2009,7,29,58.63636363636363,65.04166666666667,7.263636363636363,62.40187500000002,0.5,0.05999999999999865,5.895652173913046,10.895833333333334,75.89583333333333,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T015,41.974089,-87.824812,56.5,-9.0,48,51.0,417,1923,0.42,29.130000000000006,29.79,5.2,5,7.6,-8.5,906.0,1,73.14,2007,6,23,50.0,54.875,10.272727272727273,59.01250000000002,0.16666666666666666,0.010000000000000035,8.45652173913044,-0.5833333333333334,64.41666666666667,21.0,23.0475,27.055,2.1,17.62911738,-36.886421039999995,0,0,1
T219,41.966987,-87.674677,77.0,8.0,60,66.0,520,1822,0.0,29.31,30.0,2.8,22,4.3,12.0,782.0,0,55.79,2007,9,36,61.72727272727273,66.8125,7.086363636363637,69.21000000000002,0.5,0.0,4.960869565217393,8.5,73.5,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T074,41.822536,-87.66634300000003,54.5,-10.0,46,50.0,419,1920,0.12,29.39,30.09,7.4,3,8.0,-10.5,901.0,1,72.94,2009,6,23,45.04545454545455,51.9375,9.895454545454545,54.13437500000006,0.3333333333333333,0.0,7.934782608695655,-5.708333333333333,59.291666666666664,5.405454545454545,6.2325,7.114999999999999,0.36,5.018704319999999,-10.519961160000003,1,0,0
T900,41.974689,-87.890615,64.25,-6.0,60,61.0,512,1835,0.95,29.385,30.08,9.1,7,9.7,-0.75,803.0,1,86.08,2009,8,35,59.90909090909091,66.1875,8.545454545454545,65.20687499999998,0.16666666666666666,0.0,7.07826086956522,10.291666666666666,75.29166666666667,56.91363636363636,62.878125,71.52708333333334,6.6499999999999995,39.875954549999996,-83.49608425,0,0,1
T154,41.918705,-87.752329,67.25,-6.0,50,58.0,420,1931,0.0,29.52,30.22,5.9,14,8.1,2.25,911.0,0,53.92,2007,7,27,56.68181818181818,63.4375,9.154545454545458,60.98687500000001,0.16666666666666666,0.1500000000000001,7.317391304347829,10.041666666666666,75.04166666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T138,41.72646500000001,-87.585413,79.75,18.0,63,68.0,541,1746,0.0,29.305,29.99,11.4,19,11.9,14.75,725.0,0,56.66,2007,9,39,53.18181818181818,58.9375,8.69090909090909,56.35500000000005,0.0,0.0,7.113043478260869,6.333333333333333,71.33333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T011,41.944869,-87.832763,69.75,-4.0,59,63.0,451,1904,0.33,29.385,30.09,7.3,15,7.8,4.75,853.0,1,68.69,2009,8,32,56.18181818181818,61.75,7.954545454545454,59.077499999999986,0.0,0.0,6.513043478260874,5.0,70.0,18.54,20.3775,23.1,4.95,13.84180677,-28.984811790000002,0,1,0
T013,41.923738,-87.785288,75.75,4.0,67,70.0,459,1854,0.23,29.200000000000006,29.89,3.4,7,5.8,10.75,835.0,1,74.32,2007,8,33,64.27272727272727,68.6875,6.459090909090909,64.46,0.0,5.551115123125783e-17,4.721739130434784,11.770833333333334,76.77083333333333,14.782727272727271,15.798125,17.657291666666666,1.61,9.64245974,-20.19061624,1,0,0
T135,41.662014,-87.72460799999998,56.5,-9.0,48,51.0,417,1923,0.42,29.130000000000006,29.79,5.2,5,7.6,-8.5,906.0,1,73.14,2007,6,23,50.0,54.875,10.272727272727273,59.01250000000002,0.16666666666666666,0.010000000000000035,8.45652173913044,-0.5833333333333334,64.41666666666667,21.0,23.0475,27.055,2.1,17.49804588,-36.84433535999999,0,1,0
T102,41.750498,-87.605294,72.75,2.0,67,69.0,506,1843,0.23,29.39,30.05,1.5,23,7.0,7.75,817.0,1,82.18,2013,8,34,58.90909090909091,63.85416666666666,7.122727272727267,63.62062499999983,0.5,0.0,5.430434782608694,6.645833333333333,71.64583333333333,13.549090909090909,14.686458333333333,16.478541666666665,5.29,9.602614540000001,-20.14921762,0,1,0
T090,41.868077,-87.666901,75.25,4.0,61,66.0,419,1931,0.0,28.94,29.63,10.5,31,10.9,10.25,912.0,1,61.26,2013,6,26,58.72727272727273,60.75,7.922727272727266,66.90374999999983,0.5,0.8399999999999977,6.456521739130434,2.3125,67.3125,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T012,41.991429,-87.747113,79.75,18.0,63,68.0,541,1746,0.0,29.305,29.99,11.4,19,11.9,14.75,725.0,0,56.66,2007,9,39,53.18181818181818,58.9375,8.69090909090909,56.35500000000005,0.0,0.0,7.113043478260869,6.333333333333333,71.33333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T046,41.891118,-87.65449100000002,81.75,9.0,73,76.0,451,1904,1.31,29.085,29.76,6.2,25,9.0,16.75,853.0,1,74.87,2007,8,32,61.22727272727273,65.3125,7.1,60.756875,0.3333333333333333,0.0,5.46521739130435,7.729166666666667,72.72916666666667,80.20772727272727,85.559375,95.27520833333334,32.75,54.87736458,-114.82738321000004,0,0,1
